,timeRELOC,timeSEL
0,184179,0
1,369763,0
2,463350,0
3,528830,0
4,473346,0
5,172432,0
6,476418,0
7,482237,0
8,482713,0
9,526731,0
10,442674,0
11,474023,0
12,328639,0
13,461411,0
14,443819,0
15,266529,0
16,462668,0
17,325316,0
18,490750,0
19,332009,0
