string,html,head,script,link,meta,title,body,input,div,dsi,a,img,span,ul,li,button,i,p,style,form,dl,dt,dd,h4,h3,h2,number_of_tags,wb_div,b,hr,noscript,table,tbody,tr,td,strong,h1,svg,g,path,circle,article,header,section,footer,s
857,1,1,29,27,22,1,1,18,145,8,144,16,47,8,30,1,20,11,7,1,17,17,17,0,14,2,1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,1,1,33,25,22,1,1,18,154,8,137,6,49,8,20,1,20,11,9,1,17,17,17,0,14,2,1480,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,1,1,29,27,22,1,1,18,145,8,144,16,47,8,30,1,20,11,7,1,17,17,17,0,14,2,1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,1,1,28,27,22,1,1,18,145,8,144,16,47,8,30,1,20,11,7,1,17,17,17,0,14,2,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,1,1,28,27,22,1,1,18,145,8,144,16,47,8,30,1,20,11,7,1,17,17,17,0,14,2,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,1,1,28,27,22,1,1,18,145,8,144,16,47,8,30,1,20,11,7,1,17,17,17,0,14,2,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,1,1,28,27,22,1,1,18,145,8,144,16,47,8,30,1,20,11,7,1,17,17,17,0,14,2,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,1,1,22,27,22,1,1,18,151,5,144,16,51,8,29,1,21,13,8,1,17,17,17,0,15,2,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,1,1,28,27,22,1,1,18,145,8,134,6,47,8,20,1,20,11,7,1,17,17,17,0,14,2,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,1,1,22,27,22,1,1,18,155,5,147,16,51,8,29,1,21,13,7,1,17,17,17,0,15,2,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,1,1,26,25,22,1,1,18,145,8,144,16,47,8,30,1,20,11,7,1,17,17,17,0,14,2,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,1,1,26,27,22,1,1,18,145,8,134,6,47,8,20,1,20,11,7,1,17,17,17,0,14,2,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,1,1,22,27,22,1,1,18,151,5,146,17,51,8,30,1,21,13,7,1,17,17,17,0,15,2,1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,1,1,30,25,22,1,1,18,154,8,137,6,49,8,20,1,20,11,9,1,17,17,17,0,14,2,1474,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,1,1,23,27,22,1,1,18,151,5,146,17,51,8,30,1,21,13,7,1,17,17,17,0,15,2,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,1,1,27,27,22,1,1,18,145,8,144,16,47,8,30,1,20,11,7,1,17,17,17,0,14,2,1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,1,1,27,27,22,1,1,18,145,8,144,16,47,8,30,1,20,11,7,1,17,17,17,0,14,2,1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,1,1,27,27,23,1,1,18,144,8,144,16,47,8,30,1,20,11,7,1,17,17,17,0,14,2,1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,1,1,28,27,23,1,1,18,144,8,149,16,49,8,32,1,20,11,6,1,17,17,17,0,14,2,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,1,1,22,27,23,1,1,18,139,8,136,14,47,8,28,1,20,11,8,1,17,17,17,0,14,2,1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,1,1,30,25,23,1,1,18,153,8,137,6,49,8,20,1,20,11,9,1,17,17,17,0,14,2,1474,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,1,1,26,27,23,1,1,18,144,8,143,15,47,8,29,1,20,11,7,1,17,17,17,0,14,2,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,1,1,22,27,22,1,1,18,151,5,146,17,51,8,30,1,21,13,7,1,17,17,17,0,15,2,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,1,1,22,27,22,1,1,18,155,5,148,17,52,8,30,1,21,13,7,1,17,17,17,0,15,2,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,1,1,24,28,23,1,1,18,144,8,143,16,47,8,30,1,20,11,7,1,17,17,17,0,14,2,1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,1,1,28,26,23,1,1,18,153,8,136,6,49,8,20,1,20,11,9,1,17,17,17,0,14,2,1469,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,1,1,24,28,23,1,1,18,144,8,143,16,47,8,30,1,20,11,7,1,17,17,17,0,14,2,1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,1,1,25,28,23,1,1,18,144,8,143,16,47,8,30,1,20,11,7,1,17,17,17,0,14,2,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,1,1,25,28,23,1,1,18,144,8,139,12,47,8,26,1,20,11,7,1,17,17,17,0,14,2,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,1,1,25,28,23,1,1,18,144,8,142,16,47,8,30,1,20,11,7,1,17,17,17,0,14,2,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,1,1,25,28,23,1,1,18,144,8,142,16,47,8,30,1,20,11,7,1,17,17,17,0,14,2,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,1,1,25,28,23,1,1,18,144,8,142,16,47,8,30,1,20,11,7,1,17,17,17,0,14,2,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,1,1,25,28,23,1,1,18,144,8,142,16,47,8,30,1,20,11,7,1,17,17,17,0,14,2,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,1,1,25,28,23,1,1,18,144,8,142,16,47,8,30,1,20,11,7,1,17,17,17,0,14,2,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,1,1,28,26,23,1,1,18,153,8,135,6,49,8,20,1,20,11,9,1,17,17,17,0,14,2,1466,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,1,1,14,8,9,0,1,24,300,1,162,56,63,10,48,0,7,10,2,1,18,18,18,0,11,0,2083,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,1,1,28,26,23,1,1,18,153,8,135,6,49,8,20,1,20,11,9,1,17,17,17,0,14,2,1466,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,1,1,24,28,23,1,1,18,144,8,142,16,47,8,30,1,20,11,7,1,17,17,17,0,14,2,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,1,1,24,28,23,1,1,18,144,8,142,16,47,8,30,1,20,11,7,1,17,17,17,0,14,2,1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,1,1,22,27,22,1,1,18,151,5,145,17,51,8,30,1,21,13,7,1,17,17,17,0,15,2,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2725,1,1,14,8,9,0,1,24,373,1,882,298,81,27,292,0,7,10,2,1,78,78,78,0,11,0,5004,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2725,1,1,14,8,9,0,1,24,373,1,882,298,81,27,292,0,7,10,2,1,78,78,78,0,11,0,5004,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,1,1,24,28,23,1,1,18,149,8,143,16,48,8,30,1,21,11,7,1,17,17,17,0,15,2,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,1,1,24,28,23,1,1,18,149,8,143,16,48,8,30,1,21,11,7,1,17,17,17,0,15,2,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,1,1,28,26,23,1,1,18,158,8,136,6,50,8,20,1,21,11,9,1,17,17,17,0,15,2,1491,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,1,1,22,28,23,1,1,18,144,8,136,14,48,8,28,1,21,11,8,1,17,17,17,0,15,2,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,1,1,28,26,23,1,1,18,158,8,136,6,50,8,20,1,21,11,9,1,17,17,17,0,15,2,1491,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,1,1,23,27,22,1,1,18,156,5,144,15,52,8,28,1,22,13,7,1,17,17,17,0,16,2,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,1,1,23,27,22,1,1,18,156,5,144,15,52,8,28,1,22,13,7,1,17,17,17,0,16,2,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,1,1,25,26,23,1,1,18,163,8,149,19,51,8,25,1,21,15,8,1,17,17,17,0,15,2,1561,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
899,1,1,29,26,23,1,1,18,158,8,141,11,50,8,25,1,21,11,9,1,17,17,17,0,15,2,1513,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,1,1,24,26,23,1,1,18,149,8,142,15,48,8,29,1,21,11,7,1,17,17,17,0,15,2,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,1,1,23,27,22,1,1,18,156,5,145,17,52,8,30,1,22,13,8,1,17,17,17,0,16,2,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,1,1,25,28,23,1,1,18,149,8,137,10,48,8,24,1,21,11,7,1,17,17,17,0,15,2,1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2905,1,1,14,8,9,0,1,24,379,1,902,326,135,35,317,0,7,10,2,1,91,91,91,0,11,0,5364,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,1,1,24,28,23,1,1,18,149,8,133,6,48,8,20,1,21,11,7,1,17,17,17,0,15,2,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,1,1,22,27,22,1,1,18,156,5,146,17,52,8,30,1,22,13,7,1,17,17,17,0,16,2,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,1,1,24,28,23,1,1,18,149,8,142,15,48,8,29,1,21,11,7,1,17,17,17,0,15,2,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,1,1,33,38,12,1,1,0,46,0,4,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,4,10,10,2,0,0,0,0,0
865,1,1,24,28,23,1,1,18,149,8,143,16,48,8,30,1,21,11,7,1,17,17,17,0,15,2,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,1,1,28,26,23,1,1,18,158,8,138,6,50,8,20,1,21,11,9,1,17,17,17,0,15,2,1495,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,1,1,24,28,23,1,1,18,149,8,135,6,48,8,20,1,21,11,7,1,17,17,17,0,15,2,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,1,1,24,28,23,1,1,18,149,8,135,6,48,8,20,1,21,11,7,1,17,17,17,0,15,2,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,1,1,22,28,23,1,1,18,144,8,139,15,48,8,29,1,21,11,8,1,17,17,17,0,15,2,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,1,1,28,26,23,1,1,18,158,8,138,6,50,8,20,1,21,11,9,1,17,17,17,0,15,2,1495,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,1,1,24,28,23,1,1,18,149,8,145,16,48,8,30,1,21,11,7,1,17,17,17,0,15,2,1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,1,1,24,28,23,1,1,18,149,8,145,16,48,8,30,1,21,11,7,1,17,17,17,0,15,2,1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,1,1,24,28,23,1,1,18,149,8,134,6,48,8,20,1,21,11,7,1,17,17,17,0,15,2,1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,1,1,28,26,23,1,1,18,158,8,138,6,50,8,20,1,21,11,9,1,17,17,17,0,15,2,1495,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,1,1,24,28,23,1,1,18,149,8,135,6,48,8,20,1,21,11,7,1,17,17,17,0,15,2,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,1,1,22,27,22,1,1,18,160,5,150,17,52,8,30,1,22,13,7,1,17,17,17,0,16,2,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,1,1,22,28,23,1,1,18,144,8,139,15,48,8,29,1,21,11,8,1,17,17,17,0,15,2,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,1,1,22,27,22,1,1,18,156,5,148,17,52,8,30,1,22,13,7,1,17,17,17,0,16,2,1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,1,1,25,28,23,1,1,18,149,8,145,16,48,8,30,1,21,11,7,1,17,17,17,0,15,2,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,1,1,25,28,23,1,1,18,149,8,145,16,48,8,30,1,21,11,7,1,17,17,17,0,15,2,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,1,1,25,28,23,1,1,18,149,8,142,13,48,8,27,1,21,11,7,1,17,17,17,0,15,2,1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,1,1,25,28,23,1,1,18,149,8,145,16,48,8,30,1,21,11,7,1,17,17,17,0,15,2,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,1,1,25,28,23,1,1,18,149,8,145,16,48,8,30,1,21,11,7,1,17,17,17,0,15,2,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,1,1,25,28,23,1,1,18,149,8,145,16,48,8,30,1,21,11,7,1,17,17,17,0,15,2,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2752,1,1,14,8,9,0,1,24,381,1,888,300,81,27,293,0,7,10,2,1,78,78,78,0,11,0,5048,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,1,1,25,28,23,1,1,18,149,8,145,16,48,8,30,1,21,11,7,1,17,17,17,0,15,2,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,1,1,25,28,23,1,1,18,149,8,141,12,48,8,26,1,21,11,7,1,17,17,17,0,15,2,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,1,1,29,26,23,1,1,18,158,8,144,12,50,8,26,1,21,11,9,1,17,17,17,0,15,2,1521,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,1,1,25,28,23,1,1,18,149,8,141,12,48,8,26,1,21,11,7,1,17,17,17,0,15,2,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1,1,12,39,14,1,1,0,7,0,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,4,10,10,2,0,0,0,0,0
857,1,1,24,28,23,1,1,18,149,8,135,6,48,8,20,1,21,11,7,1,17,17,17,0,15,2,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1,1,12,39,14,1,1,0,7,0,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,4,10,10,2,0,0,0,0,0
867,1,1,24,28,23,1,1,18,149,8,145,16,48,8,30,1,21,11,7,1,17,17,17,0,15,2,1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,1,1,14,8,9,0,1,24,297,1,165,55,63,10,47,0,7,10,2,1,18,18,18,0,11,0,2075,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,1,1,28,26,23,1,1,18,158,8,138,6,50,8,20,1,21,11,9,1,17,17,17,0,15,2,1495,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2867,1,1,14,8,9,0,1,24,345,1,666,53,63,10,46,0,7,10,2,1,94,94,94,0,11,0,4424,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,1,1,24,28,23,1,1,18,149,8,145,16,48,8,30,1,21,11,7,1,17,17,17,0,15,2,1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,1,1,25,28,23,1,1,18,149,8,145,16,48,8,30,1,21,11,7,1,17,17,17,0,15,2,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,1,1,23,27,22,1,1,18,160,5,150,17,52,8,30,1,22,13,7,1,17,17,17,0,16,2,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,1,1,25,28,23,1,1,18,149,8,145,16,48,8,30,1,21,11,7,1,17,17,17,0,15,2,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,1,1,25,28,23,1,1,18,149,8,135,6,48,8,20,1,21,11,7,1,17,17,17,0,15,2,1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,1,1,23,26,23,1,1,18,149,8,145,16,48,8,30,1,21,11,7,1,17,17,17,0,15,2,1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,1,1,25,28,23,1,1,18,149,8,135,6,48,8,20,1,21,11,7,1,17,17,17,0,15,2,1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,1,1,25,28,23,1,1,18,149,8,145,16,48,8,30,1,21,11,7,1,17,17,17,0,15,2,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,1,1,25,28,23,1,1,18,149,8,138,9,48,8,23,1,21,11,7,1,17,17,17,0,15,2,1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,1,1,26,28,23,1,1,18,149,8,137,8,48,8,22,1,21,11,7,1,17,17,17,0,15,2,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,1,1,25,28,24,1,1,18,149,8,145,16,48,8,30,1,21,11,7,1,17,17,17,0,15,2,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,1,1,25,28,24,1,1,18,149,8,137,8,48,8,22,1,21,11,8,1,17,17,17,0,15,2,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,1,1,26,28,24,1,1,18,149,8,147,14,49,8,30,1,21,11,7,1,17,17,17,0,15,2,1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,1,1,26,28,24,1,1,18,149,8,145,16,48,8,30,1,21,11,8,1,17,17,17,0,15,2,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,1,1,24,27,22,1,1,18,156,5,148,17,52,8,30,1,22,13,8,1,17,17,17,0,16,2,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,1,1,26,28,24,1,1,18,149,8,140,11,48,8,25,1,21,11,8,1,17,17,17,0,15,2,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,1,1,30,26,24,1,1,18,158,8,143,11,50,8,25,1,21,11,10,1,17,17,17,0,15,2,1522,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,1,1,26,28,24,1,1,18,149,8,145,16,48,8,30,1,21,11,8,1,17,17,17,0,15,2,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,1,1,25,28,24,1,1,18,149,8,145,16,48,8,30,1,21,11,8,1,17,17,17,0,15,2,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,1,1,23,26,24,1,1,18,149,8,145,16,48,8,30,1,21,11,8,1,17,17,17,0,15,2,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,1,1,23,26,24,1,1,18,149,8,145,16,48,8,30,1,21,11,8,1,17,17,17,0,15,2,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,1,1,23,26,24,1,1,18,149,8,145,16,48,8,30,1,21,11,8,1,17,17,17,0,15,2,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,1,1,14,8,9,0,1,24,297,1,164,55,63,10,47,0,7,10,2,1,18,18,18,0,11,0,2073,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,1,1,23,26,24,1,1,18,149,8,145,16,48,8,30,1,21,11,8,1,17,17,17,0,15,2,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,1,1,25,28,24,1,1,18,149,8,145,16,48,8,30,1,21,11,8,1,17,17,17,0,15,2,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,1,1,25,28,24,1,1,18,149,8,135,6,48,8,20,1,21,11,8,1,17,17,17,0,15,2,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,1,1,29,26,24,1,1,18,158,8,139,7,50,8,21,1,21,11,10,1,17,17,17,0,15,2,1504,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,1,1,25,28,24,1,1,18,149,8,145,16,48,8,30,1,21,11,8,1,17,17,17,0,15,2,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,1,1,25,28,24,1,1,18,149,8,136,7,48,8,21,1,21,11,8,1,17,17,17,0,15,2,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,1,1,29,26,24,1,1,18,158,8,139,7,50,8,21,1,21,11,10,1,17,17,17,0,15,2,1504,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,1,1,25,28,24,1,1,18,149,8,145,16,48,8,30,1,21,11,8,1,17,17,17,0,15,2,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,1,1,25,28,24,1,1,18,149,8,145,16,48,8,30,1,21,11,8,1,17,17,17,0,15,2,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,1,1,25,28,24,1,1,18,149,8,145,16,48,8,30,1,21,11,8,1,17,17,17,0,15,2,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,1,1,25,28,24,1,1,18,149,8,145,16,48,8,30,1,21,11,8,1,17,17,17,0,15,2,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,1,1,25,28,24,1,1,18,149,8,135,6,48,8,20,1,21,11,8,1,17,17,17,0,15,2,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,1,1,23,28,24,1,1,18,144,8,139,15,48,8,29,1,21,11,9,1,17,17,17,0,15,2,1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,1,1,23,28,24,1,1,18,149,8,145,16,48,8,29,1,21,11,8,1,17,17,17,0,15,2,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,1,1,29,26,24,1,1,18,158,8,147,15,50,8,29,1,21,11,10,1,17,17,17,0,15,2,1536,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,1,1,25,28,24,1,1,18,149,8,145,16,48,8,30,1,21,11,8,1,17,17,17,0,15,2,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,1,1,29,26,24,1,1,18,158,8,138,6,50,8,20,1,21,11,10,1,17,17,17,0,15,2,1500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,1,1,25,28,24,1,1,18,149,8,145,16,48,8,30,1,21,11,8,1,17,17,17,0,15,2,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,1,1,25,28,24,1,1,18,149,8,145,16,48,8,30,1,21,11,8,1,17,17,17,0,15,2,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,1,1,25,28,24,1,1,18,149,8,145,16,48,8,30,1,21,11,8,1,17,17,17,0,15,2,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,1,1,25,28,24,1,1,18,149,8,135,6,48,8,20,1,21,11,8,1,17,17,17,0,15,2,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,1,1,23,27,22,1,1,18,156,5,148,17,52,8,30,1,22,13,8,1,17,17,17,0,16,2,1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,1,1,25,28,24,1,1,18,149,8,145,16,48,8,30,1,21,11,8,1,17,17,17,0,15,2,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,1,1,25,28,24,1,1,18,149,8,145,16,48,8,30,1,21,11,8,1,17,17,17,0,15,2,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,1,1,29,26,24,1,1,18,158,8,138,6,50,8,20,1,21,11,10,1,17,17,17,0,15,2,1500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,1,1,25,28,24,1,1,18,149,8,135,6,48,8,20,1,21,11,8,1,17,17,17,0,15,2,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,1,1,25,28,24,1,1,18,149,8,145,16,48,8,30,1,21,11,8,1,17,17,17,0,15,2,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,1,1,23,28,24,1,1,18,149,8,145,16,48,8,29,1,21,11,8,1,17,17,17,0,15,2,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,1,1,25,28,24,1,1,18,149,8,135,6,48,8,20,1,21,11,8,1,17,17,17,0,15,2,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,1,1,26,28,24,1,1,18,149,8,145,16,48,8,30,1,21,11,8,1,17,17,17,0,15,2,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,1,1,26,28,24,1,1,18,149,8,139,10,48,8,24,1,21,11,8,1,17,17,17,0,15,2,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,1,1,26,28,24,1,1,18,149,8,145,16,48,8,30,1,21,11,8,1,17,17,17,0,15,2,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
