,timeRELOC,timeSEL
0,552785,1000
1,438479,0
2,68132,0
3,57001,0
4,156278,0
5,77128,0
6,32079,999
7,129934,0
8,47000,0
9,118215,0
10,123052,0
11,386031,0
12,68188,0
13,90289,1000
14,167799,0
15,79007,0
16,183761,0
17,121989,0
18,342734,0
19,135941,1000
20,352837,0
21,79001,0
22,91634,0
23,406538,0
24,151238,1001
25,106106,0
26,380214,0
27,178943,0
28,136954,999
29,46992,0
30,55075,0
31,53016,0
32,88997,0
33,33986,0
34,102926,1000
35,54204,0
36,114998,0
37,98996,0
38,137942,0
39,78068,0
40,48009,1000
41,362297,0
42,202942,0
43,94636,0
44,32000,0
45,142197,1000
46,52028,0
47,156350,0
48,50936,0
49,91999,0
