,timeRELOC,timeSEL
0,903260,0
1,589877,0
2,532558,1008
3,648773,103
4,710723,0
5,702712,0
6,43168,0
7,441114,0
8,781499,0
9,141261,1050
10,802506,0
11,154089,0
12,798560,0
13,631735,0
14,517539,0
15,813675,999
16,632949,0
17,440353,0
18,759211,0
19,621794,0
20,759232,1000
21,783117,0
22,123336,0
23,636469,0
24,667147,0
25,214718,0
26,713136,1000
27,261373,0
28,571960,0
29,474714,0
30,706921,0
31,93112,1000
32,820103,0
33,737779,0
34,280722,0
35,844109,0
36,228410,1000
37,363667,0
38,422627,0
39,836434,0
40,217416,0
41,599367,1018
42,501163,0
43,742839,0
44,146415,0
45,258337,0
46,265166,0
47,144673,1013
48,365377,0
49,666466,358
