,timeRELOC,timeSEL
0,194893,0
1,259599,1000
2,79375,0
3,249830,0
4,341449,0
5,784167,1000
6,333123,0
7,396067,0
8,236530,1001
9,209221,0
10,76268,0
11,88367,999
12,66158,0
13,229999,0
14,78996,0
15,202245,0
16,394195,1003
17,637805,0
18,219990,0
19,192325,1005
20,56178,0
21,355961,0
22,271140,997
23,165994,0
24,527924,0
25,536733,1000
26,203619,0
27,36903,0
28,208275,995
29,580986,0
30,319209,1000
31,489181,0
32,272379,0
33,486962,0
34,514239,0
35,176485,999
36,78000,0
37,427360,0
38,450823,1001
39,224999,0
40,781098,0
41,168120,1000
42,410000,0
43,626338,0
44,239412,999
45,91001,0
46,409050,0
47,436344,0
48,366667,0
49,197061,1002
