,timeRELOC,timeSEL
0,202002,0
1,135279,1000
2,58920,0
3,206223,0
4,212191,0
5,139005,0
6,206122,0
7,196495,1004
8,141810,0
9,196888,0
10,199874,0
11,164286,0
12,195203,0
13,196104,1002
14,204230,0
15,39993,0
16,209531,0
17,213149,994
18,208530,0
19,205295,1005
20,194999,0
21,221817,0
22,203354,0
23,196564,996
24,199552,0
25,212273,0
26,114312,0
27,173121,0
28,134692,999
29,214610,0
30,214000,0
31,25163,516
32,214709,0
33,25076,0
34,104422,0
35,132368,0
36,217777,1014
37,201560,0
38,26126,0
39,196926,0
40,194253,0
41,23001,999
42,215504,0
43,26000,0
44,127321,0
45,225379,0
46,207445,0
47,231185,1000
48,200238,0
49,170058,0
