,timeRELOC,timeSEL
0,328213,0
1,40180,0
2,92873,0
3,184897,1000
4,187407,0
5,194071,0
6,346606,0
7,34778,0
8,338904,0
9,179173,0
10,295871,1001
11,93167,0
12,31000,0
13,140973,0
14,332927,0
15,315500,0
16,132619,0
17,376732,995
18,317362,0
19,230611,0
20,34090,0
21,197067,0
22,249809,0
23,339006,0
24,339078,998
25,89138,0
26,392610,0
27,268201,0
28,56154,0
29,399699,0
30,34330,0
31,360784,999
32,428698,0
33,297997,0
34,314781,0
35,182823,0
36,6094,0
37,275848,0
38,33278,0
39,115295,1001
40,40062,0
41,39284,0
42,115052,0
43,291852,0
44,145020,0
45,33240,0
46,327672,1001
47,300901,0
48,346679,0
49,318615,0
