,timeRELOC,timeSEL
0,99706,0
1,135977,0
2,77990,0
3,220813,0
4,254290,0
5,95996,0
6,114912,0
7,148565,0
8,12000,0
9,118327,0
10,121573,0
11,150655,0
12,110276,0
13,55408,0
14,181105,0
15,65084,0
16,142567,0
17,175497,0
18,164344,0
19,14001,0
