,timeRELOC,timeSEL
0,794980,937
1,217305,1052
2,574691,1000
3,997600,1002
4,847807,996
5,435529,0
6,9463,1009
7,766745,994
8,81491,1005
9,950654,1994
10,597961,0
11,870172,1000
12,133350,1190
13,561329,2370
14,679791,1017
15,912719,991
16,667905,1006
17,676755,1984
18,355803,1007
19,99120,989
20,471733,2000
21,465707,1000
22,887909,2003
23,107952,1219
24,990972,2311
25,392929,1991
26,427532,1000
27,571690,1025
28,841466,1976
29,354396,999
30,269137,998
31,940334,2002
32,349599,999
33,657518,2007
34,558691,1000
35,682018,2002
36,812463,1992
37,357267,1004
38,971146,2018
39,370202,0
40,323340,1976
41,638199,1031
42,192396,979
43,798730,1995
44,601461,995
45,804858,1547
46,402992,1035
47,725374,0
48,885696,995
49,896142,1001
