,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" container "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-sm-12 "")][2]/p[1]_RELOC","xpath//*[@id=""lang_en""]/div[3]/div/div/div[2]/p_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" home-section-3 "")]_RELOC",class namehome-section-3_SEL,"xpath//*[@id=""lang_en""]/div[2]/div[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" home-section-4 "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" container "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-sm-6 "")][2]_RELOC",class namecol-sm-6_SEL,"xpath//*[@id=""lang_en""]/div[2]/div[4]/div/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" home-section-2-list "")]/li[1]/p[1]_RELOC","xpath//*[@id=""lang_en""]/div[2]/div[2]/div/div/div/ul/li/p_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" home-section-4-1 "")]/p[1]_RELOC","xpath//*[@id=""lang_en""]/div[2]/div[4]/div/div/div/div/p_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" header "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" container "")][1]_RELOC",class namecontainer_SEL,"xpath//*[@id=""lang_en""]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" exts "")]_RELOC",class nameexts_SEL,"xpath//*[@id=""lang_en""]/div[2]/div/div/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" container "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-sm-12 "")][2]_RELOC",class namecol-sm-12_SEL,"xpath//*[@id=""lang_en""]/div[3]/div/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" ddlanguage "")]/li[1]_RELOC","xpath//*[@id=""bs-navbar-collapse""]/ul/li[3]/ul/li_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" home-section-2-list "")]/li[4]_RELOC","xpath//*[@id=""lang_en""]/div[2]/div[2]/div/div/div/ul/li[4]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" home-section-4 "")]_RELOC",class namehome-section-4_SEL,"xpath//*[@id=""lang_en""]/div[2]/div[4]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" exts "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-sm-4 "")][3]_RELOC",class namecol-sm-4_SEL,"xpath//*[@id=""lang_en""]/div[2]/div/div/div/div[2]/div[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" container-width "")]_RELOC",class namecontainer-width_SEL,"xpath//*[@id=""lang_en""]/div/div/div/div[2]/nav/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" home-section-3 "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" container "")][1]_RELOC","xpath//*[@id=""lang_en""]/div[2]/div[3]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" home-section-1 "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" container "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-sm-12 "")][1]_RELOC","xpath//*[@id=""lang_en""]/div[2]/div/div/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" hidden-xs "")]_RELOC","xpath//*[@id=""lang_en""]/div/div/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" exts "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-sm-4 "")][3]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ext-block "")][1]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ext-block-content "")][1]/p[1]_RELOC","xpath//*[@id=""lang_en""]/div[2]/div/div/div/div[2]/div[3]/div/a/div/p_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" home-section-4-1 "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" title "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" title-border "")][1]_RELOC",class nametitle-border_SEL,"xpath//*[@id=""lang_en""]/div[2]/div[4]/div/div/div/div/div/span_SEL","//button[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" icon-bar "")][2]_RELOC",class nameicon-bar_SEL,"xpath//*[@id=""lang_en""]/div/div/div/div[2]/nav/div/div/button/span[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" home-section-4 "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" container "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-sm-6 "")][1]_RELOC","xpath//*[@id=""lang_en""]/div[2]/div[4]/div/div/div_SEL"
25,20200314101121,1,1,1,1,1,1,2,1,1,4,1,2,1,7,7,1,1,2,1,6,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,9,1,1,1,6,2,1,3,1,1,2
26,20200315112709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,20200319091618,1,1,1,1,1,1,2,1,1,4,1,2,1,7,7,1,1,2,1,6,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,9,1,1,1,6,2,1,3,1,1,2
28,20200320114136,1,1,1,1,1,1,2,1,1,4,1,2,1,7,7,1,1,2,1,6,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,9,1,1,1,6,2,1,3,1,1,2
29,20200324083820,1,1,1,1,1,1,2,1,1,4,1,2,1,7,7,1,1,2,1,6,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,9,1,1,1,6,2,1,3,1,1,2
30,20200328195017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,20200331065810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,20200405002302,1,1,1,1,1,1,2,1,1,4,1,2,1,7,7,1,1,2,1,6,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,9,1,1,1,6,2,1,3,1,1,2
33,20200409191059,1,1,1,1,1,1,2,1,1,4,1,2,1,7,7,1,1,2,1,6,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,9,1,1,1,6,2,1,3,1,1,2
34,20200410015201,1,1,1,1,1,1,2,1,1,4,1,2,1,7,7,1,1,2,1,6,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,9,1,1,1,6,2,1,3,1,1,2
35,20200416134703,1,1,1,1,1,1,2,1,1,4,1,2,1,7,7,1,1,2,1,6,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,9,1,1,1,6,2,1,3,1,1,2
36,20200417055948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,20200418074601,1,1,1,1,1,1,2,1,1,4,1,2,1,7,7,1,1,2,1,6,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,9,1,1,1,6,2,1,3,1,1,2
38,20200419155000,1,1,1,1,1,1,2,1,1,4,1,2,1,7,7,1,1,2,1,6,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,9,1,1,1,6,2,1,3,1,1,2
39,20200427113746,1,1,1,1,1,1,2,1,1,4,1,2,1,7,7,1,1,2,1,6,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,9,1,1,1,6,2,1,3,1,1,2
40,20200506030946,1,1,1,1,1,1,2,1,1,4,1,2,1,7,7,1,1,2,1,6,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,9,1,1,1,6,2,1,3,1,1,2
41,20200509113825,1,1,1,1,1,1,2,1,1,4,1,2,1,7,7,1,1,2,1,6,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,9,1,1,1,6,2,1,3,1,1,2
42,20200511141027,1,1,1,1,1,1,2,1,1,4,1,2,1,7,7,1,1,2,1,6,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,9,1,1,1,6,2,1,3,1,1,2
43,20200512130935,1,1,1,1,1,1,2,1,1,4,1,2,1,7,7,1,1,2,1,6,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,9,1,1,1,6,2,1,3,1,1,2
44,20200513234534,1,1,1,1,1,1,2,1,1,4,1,2,1,7,7,1,1,2,1,6,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,9,1,1,1,6,2,1,3,1,1,2
45,20200517125210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,20200518212654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,20200526055536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,20200605220623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,20200612222825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,20200618022704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,20200626195714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,20200701224916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,20200708230446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,20200709005729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,20200716143804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,20200718084853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,20200731053420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,20200818204341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,20200823024834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,20201028014351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,20201029024026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,20201105234649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,20201106230810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,20201107220833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,20201108185201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,20201109185723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,20201110040607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,20201111032638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,20201114170930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,20201117062931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,20201118200017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,20201119161329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,20201120161744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,20201121181225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,20201122181227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,20201123181226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,20201124184921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,20201125075336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,20201208204421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,20201212185330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
