,timeRELOC,timeSEL
0,166796,0
1,487337,0
2,585894,0
3,529131,1071
4,224411,0
5,564257,0
6,681122,0
7,499609,0
8,50880,994
9,40081,0
10,620936,0
11,870087,0
12,436992,937
13,41001,0
14,399102,0
15,106402,0
16,696752,0
17,45995,999
18,581715,0
19,509974,0
20,508467,0
21,237165,0
22,78781,0
23,343822,0
24,495246,1099
25,11276,0
26,42004,0
27,255616,0
28,807476,969
29,36007,0
30,478505,0
31,46177,0
32,351163,0
33,720989,0
34,47275,0
35,713226,1009
36,511765,0
37,726053,0
38,400875,0
39,183690,0
40,650504,0
41,718427,1012
42,653503,0
43,505850,0
44,40103,0
45,9995,0
46,174162,994
47,320226,0
48,47001,0
49,579743,0
