,timeRELOC,timeSEL
0,535598,0
1,473531,0
2,352153,0
3,315602,0
4,233094,0
5,374096,0
6,352242,999
7,148255,0
8,276851,0
9,268938,0
10,41000,0
11,178010,0
12,316242,0
13,128930,0
14,433001,0
15,82998,0
16,202641,0
17,137760,0
18,368890,0
19,263162,0
