,timeRELOC,timeSEL
0,101186,0
1,92506,999
2,159541,0
3,308673,0
4,26998,0
5,287412,0
6,253314,1000
7,31362,0
8,19997,0
9,43783,1001
10,112599,0
11,31575,0
12,84215,0
13,38093,1005
14,213356,0
15,176858,996
16,261848,0
17,101219,0
18,22235,1000
19,257308,0
20,160984,0
21,47431,999
22,48212,0
23,102267,0
24,25000,0
25,34222,1001
26,60108,0
27,109196,0
28,149085,1001
29,244577,0
30,149188,999
31,6089,0
32,147487,0
33,33000,0
34,103991,999
35,245524,0
36,250328,1005
37,47994,0
38,235279,0
39,158828,1005
40,24992,0
41,53197,0
42,33997,991
43,50083,0
44,32141,0
45,252065,0
46,92994,0
47,90122,1001
48,142274,0
49,31998,0
