,timeRELOC,timeSEL
0,72000,0
1,4000,0
2,56998,0
3,72789,0
4,12943,1000
5,40066,0
6,3927,0
7,4000,0
8,5000,0
9,2999,0
10,40065,0
11,63936,0
12,9998,0
13,51000,0
14,2999,0
15,3000,0
16,5000,0
17,58002,0
18,6999,0
19,6000,0
