,Timestamp,"//*[@data-secondary-navtabs=""true""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-15cmq0k "")][5]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-lb3wsw "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-3fig1q "")][1]_RELOC",class namecss-3fig1q_SEL,"xpath//*[@id=""__next""]/div/div/div/header/nav/div/ul/li[3]/ul/li[5]/div[2]/div_SEL","//*[@id=""android-appstore""]_RELOC",idandroid-appstore_SEL,class namecss-3h5xh3_SEL,"xpath//*[@id=""android-appstore""]_SEL","//*[@color=""#4A4A4A""]_RELOC",class namecss-rsn2zi_SEL,"xpath//*[@id=""__next""]/div/div[2]/div[2]/div[2]/div/div/div/div[2]/div[2]/span_SEL","//*[@data-secondary-navbars=""true""]/li[5]_RELOC",class namecss-lhy16g_SEL,"xpath//*[@id=""__next""]/div/div/div/header/div/div/nav/ul/li[5]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" eyeuakq1 "")]_RELOC",class namecss-133bv9i_SEL,"xpath//*[@id=""__next""]/div_SEL","//*[@data-secondary-navbars=""true""]/li[5]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-lb3wsw "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-3fig1q "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-1gmj4we "")][1]_RELOC",class namecss-1gmj4we_SEL,"xpath//*[@id=""__next""]/div/div/div/header/div/div/nav/ul/li[5]/div[2]/div/div_SEL","//*[@data-secondary-navbars=""true""]/li[2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-lb3wsw "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-3fig1q "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-s4rq2k "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-x94a7s "")][1]/ul[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-15em6we "")][6]_RELOC",class namecss-15em6we_SEL,"xpath//*[@id=""__next""]/div/div/div/header/div/div/nav/ul/li[2]/div[2]/div/div[2]/div/ul/li[6]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" e1cf83wn1 "")]_RELOC",class namecss-w6rfz6_SEL,"xpath//*[@id=""__next""]/div/div[2]/div[2]/div[2]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" e1poqtzi8 "")]_RELOC",class namecss-op6gf6_SEL,"xpath//*[@id=""__next""]/div/div[2]/div[2]/div[4]/section/div/div[3]/div_SEL","//*[@id=""__next""]_RELOC",id__next_SEL,"xpath//*[@id=""__next""]_SEL","//*[@data-linkid=""74qg7q""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-1eg9qtk "")][7]_RELOC",class namecss-1eg9qtk_SEL,"xpath//*[@id=""__next""]/div/div[2]/div[2]/div[4]/section/div/div[2]/ul/li[7]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" ej78dbk1 "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-1w5ucwd "")][4]_RELOC",class namecss-1w5ucwd_SEL,"xpath//*[@id=""__next""]/div/div[3]/footer/div/ul/li[4]_SEL","//*[@data-secondary-navbars=""true""]/li[5]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-lb3wsw "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-3fig1q "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-s4rq2k "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-x94a7s "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-1ftrdo3 "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-15em6we "")][1]_RELOC","xpath//*[@id=""__next""]/div/div/div/header/div/div/nav/ul/li[5]/div[2]/div/div[2]/div/ul/li_SEL","//*[@id=""wm-media-button""]_RELOC",idwm-media-button_SEL,"xpath//*[@id=""wm-media-button""]_SEL","//*[@data-secondary-navtabs=""true""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-15cmq0k "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-lb3wsw "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-3fig1q "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-s4rq2k "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-x94a7s "")][1]_RELOC",class namecss-x94a7s_SEL,"xpath//*[@id=""__next""]/div/div/div/header/nav/div/ul/li[3]/ul/li[2]/div[2]/div/div[2]/div_SEL","//*[@data-account-icon-signedin=""true""]_RELOC",class namecss-ki1d0c_SEL,"xpath//*[@id=""__next""]/div/div/div/header/nav/div/ul/li[4]/div/span[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" e1h4cv3f3 "")]_RELOC",class namecss-11thu7r_SEL,"xpath//*[@id=""__next""]/div/div[3]/footer/div/span/div_SEL","//*[@data-secondary-navtabs=""true""]/li[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-lb3wsw "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-3fig1q "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-s4rq2k "")][1]/div[1]/ul[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-15em6we "")][4]_RELOC","xpath//*[@id=""__next""]/div/div/div/header/nav/div/ul/li[3]/ul/li/div[2]/div/div[2]/div/ul/li[4]_SEL","//*[@data-secondary-navtabs=""true""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-15cmq0k "")][5]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-lb3wsw "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-3fig1q "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" css-s4rq2k "")][1]_RELOC",class namecss-s4rq2k_SEL,"xpath//*[@id=""__next""]/div/div/div/header/nav/div/ul/li[3]/ul/li[5]/div[2]/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" end6u7i2 "")]_RELOC",class namecss-1xa4ifi_SEL,"xpath//*[@id=""__next""]/div/div[2]/div[2]/div[4]/section/div/div[3]_SEL"
25,20220314235227,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,1,1,1,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
26,20220315223806,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,1,1,1,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
27,20220316170635,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,1,1,1,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
28,20220317194507,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
29,20220318161450,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
30,20220319215014,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,1,1,1,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
31,20220320200104,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
32,20220321092737,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,1,1,1,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
33,20220322025837,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
34,20220323134934,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
35,20220324191739,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
36,20220326223302,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
37,20220327163638,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,1,1,1,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
38,20220328153946,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
39,20220329151401,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
40,20220330020815,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
41,20220331234308,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
42,20220401183238,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
43,20220402101502,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
44,20220404233222,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
45,20220405211802,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
46,20220406222616,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
47,20220407231014,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
48,20220408203346,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
49,20220409195225,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
50,20220410011044,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
51,20220411212509,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,1,1,1,1,1,1,1,4,1,10,1,1,1,1
52,20220413070501,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,0,1,0,1,1,1,1,4,1,10,1,1,1,1
53,20220414132634,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,0,1,0,1,1,1,1,4,1,10,1,1,1,1
54,20220415215328,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,0,1,0,1,1,1,1,4,1,10,1,1,1,1
55,20220416092001,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,0,1,0,1,1,1,1,4,1,10,1,1,1,1
56,20220417121658,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,1,1,1,1,10,1,0,1,0,1,1,1,1,4,1,10,1,1,1,1
57,20220418233333,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,0,1,0,1,1,1,1,4,1,10,1,1,1,1
58,20220419214420,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,0,1,0,1,1,1,1,4,1,10,1,1,1,1
59,20220420215151,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,0,1,0,1,1,1,1,4,1,10,1,1,1,1
60,20220421225401,1,10,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,10,2,1,54,1,1,1,1,1,1,1,1,1,1,1,27,1,1,4,2,1,3,0,0,0,1,10,1,0,1,0,1,1,1,1,4,1,10,1,1,1,1
