,timeRELOC,timeSEL
0,80214,0
1,1993,0
2,1999,0
3,1001,0
4,103287,0
5,1411,0
6,194334,0
7,97348,1001
8,2000,235
9,113575,0
10,3001,0
11,141596,0
12,12247,0
13,1000,0
14,120182,0
15,15369,0
16,10680,0
17,78625,0
18,127320,1016
19,123652,0
20,2008,0
21,10993,0
22,9644,0
23,119739,0
24,131271,0
25,118322,1008
26,8460,0
27,12060,0
28,6936,0
29,133601,0
30,5999,0
31,7975,991
32,119579,127
33,114372,0
34,56172,0
35,117100,0
36,9004,0
37,103782,0
38,84238,1007
39,1975,0
40,115042,0
41,137402,0
42,94606,0
43,115826,0
44,7603,0
45,90499,1001
46,233572,0
47,8994,0
48,9444,0
49,10575,0
