,Timestamp,"//*[@onclick=""document.getElementById('hulushop').getElementsByClassName('modal--close')[0].click()""]_RELOC",class namebutton--cta_SEL,"xpath//*[@id=""hulushop""]/div[2]/div[2]/div/div[2]/div/div/button_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" Billboard__disclaimer "")]_RELOC",class nameBillboard__disclaimer_SEL,"xpath//*[@id=""__next""]/div/div/div/div[3]/div/div/p_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer-section-container-single "")]/div[1]/div[2]_RELOC",class namefooter--row-section_SEL,"xpath//*[@id=""FooterLg""]/div/div/div/div/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" plan-feature "")]/div[13]/*[contains(concat("" "", normalize-space(@class), "" ""), "" plan-feature__check-0 "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" plan-feature__bullet "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" plan-feature__bullet_default "")][1]_RELOC",class nameplan-feature__bullet_default_SEL,"xpath//*[@id=""plans""]/div/div[4]/div[13]/div[2]/div/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" plan-body__addon_container "")]/div[3]/*[contains(concat("" "", normalize-space(@class), "" ""), "" plan-feature__check-0 "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" plan-feature__bullet "")][1]_RELOC",class nameplan-feature__bullet_SEL,"xpath//*[@id=""plans""]/div/div[6]/div[2]/div[3]/div[2]/div_SEL","//*[@id=""legal-modal-masthead""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-dialog "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal--header "")][1]_RELOC",class namemodal--header_SEL,"xpath//*[@id=""legal-modal-masthead""]/div[2]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" Masthead__container "")]_RELOC",class nameMasthead__container_SEL,"xpath//*[@id=""masthead""]/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" plan-body__addon_container "")]/div[3]_RELOC",class nameplan-feature-item_SEL,"xpath//*[@id=""plans""]/div/div[6]/div[2]/div[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" plan-feature-disclaimers "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" plans-disclaimer__container "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" plans-container__features-container "")][1]_RELOC",class nameplans-container__features-container_SEL,"xpath//*[@id=""plans""]/div/div[5]/div[2]/div_SEL","//*[@id=""bundle-modal""]_RELOC",class namemodal-wrapper_SEL,idbundle-modal_SEL,"xpath//*[@id=""bundle-modal""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" plan-feature-disclaimers "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" plans-disclaimer__container "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" plans-container__features-container "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" plans-container__features-container__disclaimer "")][1]/span[1]_RELOC","xpath//*[@id=""plans""]/div/div[5]/div[2]/div/div/span_SEL","//*[@src=""/web/20220205224751im_/https://www.hulu.com/static/hitch/s3/attachments/ckllond4i0i9w1u7ghnu91j1b-bobsburgers-category-tile-294x450-1x.jpg""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" library__item-overlay "")][1]_RELOC",class namelibrary__item-overlay_SEL,"xpath//*[@id=""library""]/div[2]/div/div/button/div/img/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" TabButtons "")]_RELOC",class nameTabButtons_SEL,"xpath//*[@id=""SpotlightTabs""]/div/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" plan-body__addon_container "")]/div[5]/*[contains(concat("" "", normalize-space(@class), "" ""), "" plan-feature__check-0 "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" plan-feature__bullet "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" plan-feature__bullet_default "")][1]_RELOC","xpath//*[@id=""plans""]/div/div[6]/div[2]/div[5]/div[2]/div/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" plan-head-column "")]_RELOC",class namecol-xs-12_SEL,"xpath//*[@id=""plans""]/div/div[3]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-dialog__size-small "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal--body "")][1]/div[1]_RELOC","xpath//*[@id=""hulushop""]/div[2]/div[2]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" plan-feature "")]/div[14]/*[contains(concat("" "", normalize-space(@class), "" ""), "" plan-feature__check-0 "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" plan-feature__bullet "")][1]_RELOC","xpath//*[@id=""plans""]/div/div[4]/div[14]/div[2]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" plan-feature "")]/div[5]/*[contains(concat("" "", normalize-space(@class), "" ""), "" plan-feature__separator "")][2]_RELOC",class nameplan-feature__separator_SEL,"xpath//*[@id=""plans""]/div/div[4]/div[5]/div[5]_SEL","//*[@id=""entertainment-modal""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-backdrop "")][1]_RELOC",class namemodal-backdrop_SEL,"xpath//*[@id=""entertainment-modal""]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-dialog__actions "")]_RELOC",class namemodal-dialog__actions_SEL,"xpath//*[@id=""hulushop""]/div[2]/div[2]/div/div[2]/div/div_SEL"
22,20220227234849,1,2,1,1,1,1,1,14,1,1,22,1,1,63,1,1,19,3,1,1,1,1,21,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,0,0,1,63,1,1,19,2,1,1,1
23,20220228233410,1,2,1,1,1,1,1,14,1,1,22,1,1,63,1,1,19,3,1,1,1,1,21,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,0,0,1,63,1,1,19,2,1,1,1
24,20220301235217,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
25,20220302235557,1,2,1,1,1,1,1,14,1,1,22,1,1,63,1,1,19,3,1,1,1,1,21,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,0,0,1,63,1,1,19,2,1,1,1
26,20220303234812,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
27,20220304235209,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
28,20220305233129,1,2,1,1,1,1,1,14,1,1,22,1,1,63,1,1,19,3,1,1,1,1,21,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,0,0,1,63,1,1,19,2,1,1,1
29,20220306235421,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
30,20220307235648,1,2,1,1,1,1,1,14,1,1,22,1,1,63,1,1,19,3,1,1,1,1,21,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,0,0,1,63,1,1,19,2,1,1,1
31,20220308235931,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
32,20220309234415,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
33,20220310234043,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
34,20220311220811,1,2,1,1,1,1,1,14,1,1,22,1,1,63,1,1,19,3,1,1,1,1,21,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,0,0,1,63,1,1,19,2,1,1,1
35,20220312233309,0,1,0,1,1,1,0,5,0,1,22,1,1,66,1,1,18,3,1,1,1,1,22,1,1,5,1,1,18,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,0,0,1,1,1,66,1,1,18,2,0,0,0
36,20220313231727,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
37,20220314232455,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
38,20220315234034,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
39,20220316235554,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
40,20220317233028,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
41,20220318231931,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
42,20220319233818,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
43,20220320223915,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
44,20220321234353,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
45,20220322234109,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
46,20220323233516,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
47,20220324225747,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
48,20220325233824,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
49,20220326233122,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
50,20220327235738,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
51,20220328235432,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
52,20220329225225,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
53,20220330232556,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
54,20220331235810,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
55,20220401234508,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
56,20220402235806,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
57,20220403232345,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
58,20220404235414,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
59,20220405233820,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
60,20220406234351,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
61,20220407215155,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
62,20220408235358,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
63,20220409220137,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
64,20220410232659,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
65,20220411233847,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
66,20220412235333,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
67,20220413234504,1,2,1,1,1,1,1,14,1,1,22,1,1,66,1,1,19,3,1,1,1,1,22,1,1,14,1,1,19,1,1,1,1,0,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,66,1,1,19,2,1,1,1
