,Timestamp,"//*[@id=""main""]/*[@style=""clear:both;padding:10px 5px;""][1]/*[@onmouseover=""this.stop()""][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" news-separator "")][9]_RELOC",class namenews-separator_SEL,"xpath//*[@id=""main""]/div/marquee/span[10]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" topbluebar "")]_RELOC",class nametopbluebar_SEL,xpath//html/body/div_SEL,"//*[@id=""text-7""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" textwidget "")][1]_RELOC",class nametextwidget_SEL,"xpath//*[@id=""text-7""]/div_SEL","//*[@id=""menu-item-185""]_RELOC",idmenu-item-185_SEL,class namemenu-item_SEL,"xpath//*[@id=""menu-item-185""]_SEL","//*[@style=""width:100%;background-color:#0099FF;height:15px""]_RELOC","xpath//*[@id=""colophon""]/div[2]_SEL","//*[@id=""site-generator""]_RELOC",idsite-generator_SEL,"xpath//*[@id=""site-generator""]_SEL","//*[@id=""menu-item-1514""]_RELOC",idmenu-item-1514_SEL,"xpath//*[@id=""menu-item-1514""]_SEL","//*[@id=""menu-item-1761""]_RELOC",idmenu-item-1761_SEL,"xpath//*[@id=""menu-item-1761""]_SEL","//*[@id=""menu-item-1739""]_RELOC",idmenu-item-1739_SEL,"xpath//*[@id=""menu-item-1739""]_SEL","//*[@id=""menu-item-1740""]_RELOC",idmenu-item-1740_SEL,"xpath//*[@id=""menu-item-1740""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" entry-content "")]_RELOC",class nameentry-content_SEL,"xpath//*[@id=""post-5""]/div/div[2]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" menu-left-home-container "")]_RELOC",class namemenu-left-home-container_SEL,"xpath//*[@id=""nav_menu-3""]/div_SEL","//*[@id=""text-5""]//*[@style=""background:url(https://web.archive.org/web/20211220022055im_/https://www.ibps.in/wp-content/themes/ibps/images/footer_box_bg.png) no-repeat;padding-left:15px;height:20px;color:#FFFFFF;font-size:13px;""]_RELOC","xpath//*[@id=""text-5""]/div/div/div_SEL","//*[@id=""wrapper""]_RELOC",idwrapper_SEL,class namehfeed_SEL,"xpath//*[@id=""wrapper""]_SEL","//*[@id=""menu-item-309""]_RELOC",idmenu-item-309_SEL,"xpath//*[@id=""menu-item-309""]_SEL","//*[@style=""width:739px; display:inline-block;*zoom:1;*display:inline; vertical-align:top;""]_RELOC","xpath//*[@id=""post-5""]/div/div[2]_SEL","//*[@id=""text-6""]//*[@style=""background:url(https://web.archive.org/web/20211220022055im_/https://www.ibps.in/wp-content/themes/ibps/images/footer_box_bg.png) no-repeat;padding-left:15px;height:20px;color:#FFFFFF;font-size:13px;""]_RELOC","xpath//*[@id=""text-6""]/div/div/div_SEL","//*[@id=""fourth""]_RELOC",idfourth_SEL,class namewidget-area_SEL,"xpath//*[@id=""fourth""]_SEL","//*[@id=""text-5""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" textwidget "")][1]/div[1]_RELOC","xpath//*[@id=""text-5""]/div/div_SEL","//*[@id=""menu-item-1577""]_RELOC",idmenu-item-1577_SEL,"xpath//*[@id=""menu-item-1577""]_SEL"
0,20211220221706,1,11,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,1,1,1,1
1,20211221111125,1,11,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,1,1,1,1
2,20211222120240,1,11,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,1,1,1,1
3,20211224204633,1,11,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,1,1,1,1
4,20211225201936,1,11,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,1,1,1,1
5,20211226221831,0,12,0,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,0,2,1,1,5,1,1,1,1,1,1
6,20211227231917,0,12,0,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,0,2,1,1,5,1,1,1,1,1,1
7,20211229071703,0,12,0,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,0,2,1,1,5,1,1,1,1,1,1
8,20220101102301,0,12,0,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,0,2,1,1,5,1,1,1,1,1,1
9,20220102213509,0,12,0,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,0,2,1,1,5,1,1,1,1,1,1
10,20220104171831,0,12,0,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,0,2,1,1,5,1,1,1,1,1,1
11,20220105195357,0,12,0,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,0,2,1,1,5,1,1,1,1,1,1
