,timeRELOC,timeSEL
0,102583,1008
1,92267,0
2,188544,0
3,73165,0
4,58079,0
5,99454,1000
6,207382,0
7,93112,0
8,74154,0
9,94002,0
10,291651,993
11,97702,0
12,91340,0
13,157437,0
14,44353,0
15,132759,1007
16,64337,0
17,140291,0
18,134191,0
19,123099,0
20,52649,1002
21,163686,0
22,88080,0
23,163978,0
24,89248,0
25,60912,990
26,88553,0
27,162230,0
28,164143,0
29,59992,0
30,249376,1116
31,45152,0
32,118721,0
33,89257,0
34,121902,1114
35,42937,0
36,119264,0
37,70383,0
38,69161,0
39,102114,0
40,157193,0
41,94155,1000
42,157753,0
43,121549,0
44,142001,0
45,88983,990
46,87633,0
47,46145,0
48,87824,0
49,69149,0
