,timeRELOC,timeSEL
0,264739,0
1,74905,0
2,139373,0
3,237069,0
4,362190,0
5,300227,1000
6,326452,0
7,186984,0
8,340702,0
9,33001,0
10,181046,0
11,94666,0
12,385985,0
13,275542,0
14,345575,0
15,266424,0
16,33695,0
17,220564,0
18,182102,0
19,196846,0
