,timeRELOC,timeSEL
0,59322,0
1,54070,1001
2,10228,0
3,47001,0
4,9006,0
5,34927,0
6,2999,0
7,145063,0
8,31024,0
9,66635,0
10,20000,0
11,17999,0
12,52990,0
13,8890,0
14,6509,0
15,1999,0
16,7277,0
17,10544,0
18,108098,0
19,4994,941
20,18412,0
21,19990,0
22,14937,0
23,63266,0
24,37237,0
25,78295,0
26,117982,0
27,67729,0
28,17065,0
29,16001,0
30,60442,0
31,155178,0
32,14014,0
33,16002,0
34,8983,0
35,44939,0
36,6999,0
37,85000,0
38,36087,0
39,37978,0
40,107001,1057
41,85004,0
42,34753,0
43,13927,0
44,58258,0
45,91011,0
46,100281,0
47,23938,0
48,97160,0
49,23585,0
