,timeRELOC,timeSEL
0,84302,0
1,459060,0
2,614031,1000
3,117234,0
4,921884,0
5,529407,0
6,590869,1000
7,4002,0
8,593821,0
9,606559,0
10,894999,1000
11,45112,0
12,227348,0
13,964868,0
14,992389,1000
15,60769,0
16,420193,0
17,512542,0
18,212581,1000
19,53537,0
20,279450,0
21,116831,0
22,930073,0
23,526023,1000
24,995321,0
25,596906,0
26,784666,0
27,79512,1000
28,655965,0
29,830678,0
30,590502,1000
31,284632,0
32,572340,0
33,542117,0
34,394930,1068
35,499980,0
36,158187,0
37,616848,0
38,273131,1079
39,673609,0
40,424965,0
41,758289,999
42,393100,0
43,909074,0
44,662938,0
45,554772,1000
46,490046,0
47,987149,0
48,418436,0
49,380111,1000
