,timeRELOC,timeSEL
0,31141,0
1,92148,0
2,86128,0
3,75433,0
4,23000,0
5,108109,0
6,119906,0
7,36223,0
8,72809,0
9,137361,0
10,80057,0
11,8001,0
12,38000,0
13,116159,0
14,30074,0
15,29947,0
16,39005,0
17,97154,0
18,12999,1000
19,135355,0
