,timeRELOC,timeSEL
0,439722,0
1,379349,0
2,72862,998
3,222441,0
4,382960,0
5,152997,0
6,331247,0
7,76488,947
8,244512,0
9,276133,0
10,322864,0
11,226841,0
12,180942,1375
13,501297,0
14,195617,0
15,391523,1163
16,180628,0
17,169117,0
18,404711,0
19,348444,998
20,157843,0
21,469682,0
22,229365,0
23,381130,1000
24,466030,0
25,256943,0
26,81913,0
27,502428,0
28,496029,999
29,92614,0
30,88844,0
31,311119,0
32,235768,0
33,602361,1000
34,182201,0
35,63059,0
36,191905,0
37,39256,0
38,287385,1000
39,65218,0
40,220245,0
41,512030,0
42,269129,0
43,52030,1000
44,535985,0
45,125840,0
46,444088,0
47,388308,0
48,513765,1000
49,481441,0
