,timeRELOC,timeSEL
0,405479,1002
1,244862,0
2,54005,0
3,336205,0
4,284333,0
5,174742,1003
6,218944,0
7,60853,0
8,75001,0
9,328090,0
10,76217,998
11,202993,0
12,368468,0
13,268658,0
14,234206,0
15,84921,997
16,239226,0
17,44934,0
18,53066,0
19,64945,1000
20,406252,0
21,172062,0
22,251050,0
23,305091,0
24,340356,1000
25,297090,0
26,367497,0
27,228254,0
28,269292,0
29,246462,1001
30,90936,0
31,40658,0
32,257625,0
33,35991,999
34,294066,0
35,46003,0
36,232937,0
37,58061,0
38,287942,1000
39,347275,0
40,231058,0
41,42015,0
42,267495,1000
43,246094,0
44,259995,0
45,425759,0
46,230995,0
47,270596,1002
48,263058,0
49,280513,0
