,timeRELOC,timeSEL
0,235124,0
1,216006,0
2,230463,1000
3,221231,0
4,179735,0
5,365912,0
6,308282,999
7,89424,0
8,356985,0
9,304366,0
10,170978,1000
11,313096,0
12,264678,0
13,261014,1000
14,309126,0
15,173410,0
16,266850,0
17,95322,1000
18,89201,0
19,170424,0
20,74732,0
21,313404,1000
22,387151,0
23,175345,0
24,305497,0
25,302457,999
26,316527,0
27,297746,0
28,228904,1001
29,210247,0
30,303515,0
31,92266,0
32,181805,999
33,382076,0
34,146038,0
35,295702,0
36,259265,1001
37,89135,0
38,305220,0
39,363853,0
40,88324,1000
41,303228,0
42,261577,0
43,207426,0
44,156124,1000
45,256595,0
46,298974,0
47,300204,1000
48,272997,0
49,175914,0
