,timeRELOC,timeSEL
0,3012,999
1,2596,0
2,42057,0
3,3072,1001
4,39995,0
5,85993,0
6,44005,0
7,2000,0
8,65945,999
9,88022,0
10,3991,0
11,6001,0
12,45146,0
13,6081,0
14,62164,1000
15,123147,0
16,53378,0
17,1000,0
18,4008,0
19,4005,1000
20,52801,0
21,47066,0
22,55948,0
23,89692,0
24,43998,0
25,5005,0
26,7938,1000
27,67234,0
28,1000,0
29,1001,0
30,5000,1000
31,65999,0
32,109000,0
33,3999,0
34,156167,0
35,103995,0
36,49005,0
37,1005,0
38,2996,1000
39,71996,0
40,5007,0
41,50991,0
42,78075,0
43,108265,0
44,4001,1000
45,48155,0
46,51005,0
47,41995,1000
48,44000,0
49,5001,0
