,timeRELOC,timeSEL
0,152125,0
1,96023,0
2,49151,1001
3,176741,0
4,128652,0
5,323938,0
6,314576,0
7,174494,0
8,143076,0
9,42294,1000
10,271411,0
11,176567,0
12,63120,0
13,36998,0
14,299440,0
15,229364,0
16,152075,0
17,148164,1003
18,268284,0
19,142433,0
20,38265,0
21,143177,0
22,92176,0
23,130127,0
24,175152,997
25,222579,0
26,275767,0
27,217526,0
28,44121,0
29,366778,0
30,236914,0
31,41468,0
32,144132,1000
33,171164,0
34,198560,0
35,82697,0
36,139666,0
37,147736,0
38,330104,0
39,178126,1000
40,151223,0
41,255706,0
42,42999,0
43,49015,0
44,91108,0
45,177825,0
46,322448,0
47,119238,0
48,222694,999
49,177327,0
