,timeRELOC,timeSEL
0,327528,0
1,281920,0
2,557868,0
3,87846,0
4,728176,0
5,208629,0
6,303584,0
7,836804,0
8,544428,0
9,807759,0
10,227620,0
11,186076,0
12,688826,0
13,103002,0
14,213184,0
15,108276,1034
16,350939,0
17,308664,0
18,257568,0
19,243463,0
20,789230,0
21,298135,0
22,283539,0
23,604441,0
24,321046,0
25,173220,0
26,173157,0
27,326213,0
28,294551,963
29,235568,0
30,159498,0
31,119963,0
32,288737,0
33,402264,0
34,165442,0
35,270085,0
36,192456,0
37,723083,0
38,129973,0
39,730779,0
40,345570,0
41,286576,1018
42,344960,0
43,154451,0
44,327628,0
45,116178,0
46,303569,0
47,671386,0
48,821135,0
49,631160,0
