,timeRELOC,timeSEL
0,9003,0
1,253822,997
2,10947,0
3,63197,0
4,17005,999
5,8924,0
6,113784,0
7,6996,0
8,224352,0
9,14999,0
10,4003,1002
11,11000,0
12,21992,0
13,11001,0
14,132067,1002
15,3018,0
16,14028,0
17,12897,0
18,61174,998
19,12002,0
20,162768,0
21,10999,0
22,27006,0
23,54286,0
24,65092,0
25,18993,0
26,19000,1078
27,104998,0
28,9006,0
29,7994,0
30,10008,997
31,168534,0
32,6999,0
33,144002,0
34,125434,993
35,160976,0
36,64916,0
37,10307,0
38,10215,1004
39,11990,0
40,190602,0
41,8007,0
42,7000,0
43,13993,930
44,47000,0
45,55245,0
46,183462,0
47,9992,1067
48,74940,0
49,59115,0
