,timeRELOC,timeSEL
0,260966,0
1,10362,0
2,259252,0
3,204306,887
4,311000,0
5,262032,0
6,357795,0
7,352059,891
8,329104,886
9,318916,0
10,275277,887
11,257676,890
12,631202,0
13,409472,986
14,584816,444
15,218873,0
16,250148,0
17,305540,897
18,146489,0
19,226569,0
20,228516,0
21,266665,888
22,318612,0
23,596067,892
24,179303,0
25,277047,885
26,409105,0
27,39643,1095
28,762836,921
29,304996,0
30,261084,890
31,576508,0
32,842863,884
33,226135,0
34,333007,892
35,242979,596
36,42293,303
37,315004,0
38,224918,911
39,275257,0
40,269877,892
41,377668,0
42,817491,886
43,284438,669
44,323860,0
45,174790,1036
46,43451,443
47,365308,448
48,285939,0
49,306178,913
