,timeRELOC,timeSEL
0,202630,0
1,221524,0
2,95702,0
3,34230,1000
4,31990,0
5,192466,0
6,40999,0
7,112829,0
8,189660,0
9,48973,0
10,72295,1000
11,183934,0
12,125238,0
13,182581,0
14,40992,0
15,116651,0
16,111413,1000
17,68177,0
18,206004,0
19,51546,0
20,195076,0
21,31228,0
22,92397,1000
23,195689,0
24,36935,0
25,169021,0
26,207513,0
27,191746,1000
28,156561,0
29,47217,0
30,108733,0
31,151416,0
32,165342,0
33,125540,1000
34,99064,0
35,110002,0
36,192919,0
37,189166,0
38,31199,1000
39,30116,0
40,43935,0
41,132406,0
42,36487,0
43,93350,0
44,41386,1000
45,210891,0
46,39220,0
47,170326,0
48,185717,0
49,133357,0
