,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" top-banner "")]_RELOC",class nametop-banner_SEL,xpath//[document]/body/div[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" navbar-nav "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" dropdown "")][3]_RELOC",class namedropdown_SEL,"xpath//*[@id=""bs-navbar""]/ul/li[4]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" merchants "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" stat-content "")][1]/p[1]_RELOC",xpath//[document]/body/div[5]/div/div[2]/div/div/div[2]/p_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" logo "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" logo-capt "")][1]_RELOC",class namelogo-capt_SEL,xpath//[document]/body/div[3]/div/div/span_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer-link "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" container "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-md-6 "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-md-6 "")][2]_RELOC",class namecol-md-6_SEL,xpath//[document]/body/div[6]/div/div/div/div/div[2]_SEL,"//*[@aria-labelledby=""dropdownMenu4""]/ul[1]/li[18]_RELOC","xpath//*[@id=""bs-navbar""]/ul/li[5]/div/ul/li[18]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" warehouse "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" stat-content "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" stat-content-txt "")][1]_RELOC",class namestat-content-txt_SEL,xpath//[document]/body/div[5]/div/div[2]/div/div[4]/div[2]/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" sr-only "")]_RELOC",class namesr-only_SEL,xpath//[document]/body/div[4]/div/div/div/span/span_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer-link "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" container "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-md-6 "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][1]_RELOC",class namerow_SEL,xpath//[document]/body/div[6]/div/div/div/div_SEL,"//*[@aria-labelledby=""dropdownMenu4""]/ul[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" indent-menu "")][6]_RELOC",class nameindent-menu_SEL,"xpath//*[@id=""bs-navbar""]/ul/li[5]/div/ul/li[11]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" navigation "")]_RELOC",class namenavigation_SEL,xpath//[document]/body/div[4]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" navbar-nav "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" dropdown "")][2]_RELOC","xpath//*[@id=""bs-navbar""]/ul/li[3]_SEL","//*[@aria-labelledby=""dropdownMenu4""]/ul[1]/li[14]_RELOC","xpath//*[@id=""bs-navbar""]/ul/li[5]/div/ul/li[14]_SEL","//*[@aria-labelledby=""dropdownMenu4""]/ul[1]/li[8]_RELOC","xpath//*[@id=""bs-navbar""]/ul/li[5]/div/ul/li[8]_SEL","//*[@id=""wm-media-curtain""]_RELOC",idwm-media-curtain_SEL,"xpath//*[@id=""wm-media-curtain""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" sidebar "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" warehouse "")][4]_RELOC",class namestat_SEL,xpath//[document]/body/div[5]/div/div[2]/div/div[4]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" collapsed "")]/span[4]_RELOC",class nameicon-bar_SEL,xpath//[document]/body/div[4]/div/div/div/span/span[4]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" warehouse "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" stat-content "")][1]_RELOC",class namestat-content_SEL,xpath//[document]/body/div[5]/div/div[2]/div/div[4]/div[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer-link "")]_RELOC",class namefooter-link_SEL,xpath//[document]/body/div[6]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" container-fluid "")]_RELOC",class namecontainer-fluid_SEL,xpath//[document]/body/div[7]/div_SEL
19,20210506012758,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
20,20210508213431,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
21,20210509124713,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
22,20210510124441,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
23,20210511174312,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
24,20210512054224,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
25,20210513131706,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
26,20210514163956,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
27,20210515071030,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
28,20210516082245,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
29,20210517144028,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
30,20210518201417,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
31,20210521113155,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
32,20210523143752,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
33,20210525154240,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
34,20210527165709,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
35,20210528011728,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
36,20210531031810,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
37,20210603055636,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
38,20210607025211,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
39,20210610105822,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
40,20210618182114,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
41,20210619131209,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
42,20210622121104,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
43,20210628143327,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
44,20210702095203,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
45,20210707131208,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
46,20210709222644,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
47,20210710112408,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
48,20210726170154,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
49,20210727222950,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
50,20210728092535,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
51,20210729003602,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
52,20210730011656,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
53,20210731234507,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
54,20210801233452,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
55,20210802205207,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
56,20210803052041,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
57,20210807202953,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
58,20210808175746,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
59,20210814083958,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
60,20210815111835,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
61,20210816115218,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
62,20210823053915,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
63,20210825034358,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
64,20210826061006,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
65,20210827222205,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
66,20210828131206,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
67,20210829012432,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
68,20210830234019,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
69,20210831151200,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
70,20210901101254,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
71,20210906234147,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
72,20210907034708,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
73,20210908203142,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
74,20210910184713,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
75,20210911121740,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
76,20210916221439,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
77,20211009234422,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
78,20211011034508,1,1,0,1,4,1,1,0,1,1,0,1,4,0,1,1,1,4,0,1,1,0,1,6,0,1,11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,4,0,1,1,0,1,1,0
