,timeRELOC,timeSEL
0,113049,1009
1,309570,0
2,183480,0
3,340316,0
4,430719,0
5,70584,988
6,358916,0
7,252060,0
8,341545,0
9,388718,1001
10,232174,265
11,135777,267
12,239790,265
13,154473,0
14,457638,1052
15,599930,0
16,387347,0
17,233093,0
18,171460,0
19,337783,1005
20,65343,0
21,385542,0
22,143303,0
23,194465,0
24,68936,994
25,202021,0
26,176687,0
27,309729,0
28,316808,1005
29,185643,0
30,63166,0
31,341842,0
32,257141,995
33,343346,0
34,536237,0
35,194742,0
36,75552,1001
37,160505,0
38,398701,0
39,453240,0
40,182243,0
41,184983,1000
42,195182,0
43,354199,0
44,75243,0
45,60363,1000
46,304876,0
47,48717,0
48,179171,0
49,197602,0
