,Timestamp,"//*[@id=""videoListModal""]/div[1]/div[1]/div[1]_RELOC",class namemodal-body_SEL,"xpath//*[@id=""videoListModal""]/div/div/div_SEL","//*[@id=""navigation""]_RELOC",class namerow_SEL,idnavigation_SEL,"xpath//*[@id=""navigation""]_SEL","//*[@style=""display:none;""]/li[2]_RELOC","xpath//*[@id=""inb-list""]/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" maintxt "")]/li[7]_RELOC",class namedropdown_SEL,"xpath//*[@id=""primary_navigation""]/li[7]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" overlay-content "")]/div[5]/div[1]_RELOC",class namecol-xs-6_SEL,"xpath//*[@id=""netbanking_popup_mob""]/div/div[5]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" maintxt "")]/li[2]/ul[1]/li[1]_RELOC","xpath//*[@id=""primary_navigation""]/li[2]/ul/li_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" overlay-content "")]/div[2]/div[1]_RELOC","xpath//*[@id=""netbanking_popup_mob""]/div/div[2]/div_SEL","//*[@id=""service_charge_detail""]/div[1]_RELOC",class namemodal-dialog_SEL,"xpath//*[@id=""service_charge_detail""]/div_SEL","//*[@id=""moreUsefulLinks_cont""]/div[3]/div[1]/ul[1]/li[1]_RELOC",class namelist-group-item_SEL,"xpath//*[@id=""moreUsefulLinks_cont""]/div[3]/div/ul/li_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" maintxt "")]/li[10]/ul[1]/li[1]/ul[1]/li[2]_RELOC","xpath//*[@id=""sub-menu""]/li/ul/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" overlay-content "")]/div[9]/div[1]_RELOC","xpath//*[@id=""netbanking_popup_mob""]/div/div[9]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" maintxt "")]/li[10]/a[1]/span[1]_RELOC",class namecaret_SEL,"xpath//*[@id=""primary_navigation""]/li[10]/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" maintxt "")]/li[3]/ul[1]/li[4]_RELOC","xpath//*[@id=""primary_navigation""]/li[3]/ul/li[4]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" overlay-content "")]/div[1]/div[1]_RELOC","xpath//*[@id=""netbanking_popup_mob""]/div/div/div_SEL","//*[@id=""videoListModal""]_RELOC",idvideoListModal_SEL,class namemodal_SEL,"xpath//*[@id=""videoListModal""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" corp_section "")]/div[2]/p[1]_RELOC","xpath//*[@id=""banking""]/div[2]/div/div[2]/p_SEL","//*[@id=""myCarousel""]_RELOC",idmyCarousel_SEL,class namecarousel_SEL,"xpath//*[@id=""myCarousel""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" maintxt "")]/li[10]_RELOC","xpath//*[@id=""primary_navigation""]/li[10]_SEL","//*[@id=""wrapper""]/div[7]_RELOC","xpath//*[@id=""wrapper""]/div[7]_SEL","//*[@id=""moreUsefulLinks_cont""]/div[1]/div[1]/ul[1]/li[3]_RELOC","xpath//*[@id=""moreUsefulLinks_cont""]/div/div/ul/li[3]_SEL"
14,20220125225551,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
15,20220127015436,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
16,20220129232432,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
17,20220131131752,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
18,20220201230851,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
19,20220202093836,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
20,20220203083032,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
21,20220204082629,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
22,20220205100118,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
23,20220206112353,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
24,20220207122900,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
25,20220208140518,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
26,20220209153914,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
27,20220210165056,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
28,20220211195103,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
29,20220212192039,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
30,20220213190830,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
31,20220214211115,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
32,20220215234800,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
33,20220216015659,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
34,20220217110539,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
35,20220218031927,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
36,20220219220533,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
37,20220220232240,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
38,20220222013313,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
39,20220223041959,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
40,20220224114451,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
41,20220225040410,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
42,20220226031943,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
43,20220227042909,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
44,20220228034710,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
45,20220301031125,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
46,20220302082806,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
47,20220303073438,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
48,20220304211811,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
49,20220305220250,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
50,20220306232627,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
51,20220307225151,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
52,20220308103443,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
53,20220309031428,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
54,20220310085411,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
55,20220311085011,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
56,20220312092214,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
57,20220313172414,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
58,20220314181918,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
59,20220315193328,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
60,20220317091812,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
61,20220318031228,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
62,20220319031339,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
63,20220320041421,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
64,20220322070119,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
65,20220323081548,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
66,20220324095513,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
67,20220325143532,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
68,20220326162859,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
69,20220327160711,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
70,20220328171520,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
71,20220329190818,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
72,20220330211609,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
73,20220331235235,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
74,20220401012405,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
75,20220402093917,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
76,20220403001041,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
77,20220404120704,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
78,20220405205049,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
79,20220406221339,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
80,20220407112035,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,33,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
81,20220408184251,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
82,20220409184736,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
83,20220410192021,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
84,20220411194653,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
85,20220412183107,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
86,20220413184617,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
87,20220414191324,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
88,20220415194819,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
89,20220416202643,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
90,20220417184301,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
91,20220418230509,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
92,20220419200223,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
93,20220420202933,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
94,20220421214840,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
95,20220422223229,1,6,1,1,33,1,1,1,1,1,4,1,1,28,2,1,2,1,2,1,6,1,1,34,4,1,1,1,2,1,12,1,1,1,1,26,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4
