,Timestamp,"//*[@style=""padding-left:0px; background-image:url('//web.archive.org/web/20220313211304im_/https://d1.awsstatic.com/Digital Marketing/House/Hero/products/graviton/Site-Merch_Graviton_Hero-BG.c08843658599da121ca89584af6980ba96fabea2.png'); padding-right:0px;""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lb-carousel-item-inner"")][1]_RELOC",class namelb-carousel-item-inner_SEL,"xpath//*[@id=""aws-page-content""]/main/div/div[2]/div/div/div[4]/div_SEL","//*[@data-cards-id=""aws-products-databases""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aws-directories-container-wrapper"")][1]_RELOC",class nameaws-directories-container-wrapper_SEL,"xpath//*[@id=""aws-element-91a7093e-a542-40ed-b6db-35daff8ce344""]/ul[2]/li[6]/div/div/div[3]_SEL","//*[@data-cards-id=""aws-products-containers""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" m-cards-skl"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lb-xb-grid"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lb-xbcol"")][1]_RELOC",class namelb-xbcol_SEL,"xpath//*[@id=""aws-element-91a7093e-a542-40ed-b6db-35daff8ce344""]/ul[2]/li[5]/div/div/div/div/div[4]_SEL","//*[@data-da-so-version=""homepage-builder-training-certification""]_RELOC",class namedata-attr-wrapper_SEL,"xpath//*[@id=""aws-page-content""]/main/div[3]/div[6]/div/div/div/ul[2]/li[2]/div/div[2]_SEL","//*[@data-ui-scope=""aws-products-containers""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lb-dropdown"")][1]_RELOC",class namelb-dropdown_SEL,"xpath//*[@id=""aws-element-91a7093e-a542-40ed-b6db-35daff8ce344""]/ul[2]/li[5]/div/div/div[2]/span/div/div_SEL","//*[@data-mbox=""en_footer-v3_addl-help""]_RELOC",class namelb-mbox_SEL,"xpath//*[@id=""aws-page-footer""]/div[3]/div/div[4]/div_SEL","//*[@style=""border-color:#1E2832;""]_RELOC",class namelb-border-bottom_SEL,"xpath//*[@id=""aws-page-content""]/main/div[3]/div[6]/div/div/div_SEL","//*[@style=""padding-top:0px; padding-left:0px; margin-bottom:0px; padding-right:0px;""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lb-xb-grid"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lb-xbcol"")][3]_RELOC","xpath//*[@id=""aws-page-content""]/main/div[3]/div/div[6]/div/div[3]_SEL","//*[@data-da-so-version=""homepage-gimap""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" lb-row"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" lb-col"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lb-none-pad"")][1]_RELOC",class namelb-none-pad_SEL,"xpath//*[@id=""aws-page-content""]/main/div[3]/div[15]/div/div/div_SEL","//*[@data-da-placement=""ed3""]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lb-txt-bold"")][1]_RELOC",class namelb-txt-bold_SEL,"xpath//*[@id=""aws-page-content""]/main/div/div[5]/div/div/div[3]/div/a/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" m-nav-mobile-menu-group"")]/li[12]_RELOC","xpath//*[@id=""m-nav-trimdown""]/ul/li[12]_SEL","//*[@style=""background-color:#f2f4f4; margin-top:0px;""]//*[@style=""padding-bottom:0px; margin-bottom:0px;""]/div[1]/div[1]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lb-valign-top"")][1]/div[1]_RELOC","xpath//*[@id=""aws-page-content""]/main/div[3]/div[8]/div/div/div[4]/div/div/a/figure/div_SEL","//*[@data-cards-id=""aws-products-featured""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" m-cards-skl"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lb-xb-grid"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lb-xbcol"")][1]_RELOC","xpath//*[@id=""aws-element-91a7093e-a542-40ed-b6db-35daff8ce344""]/ul[2]/li/div/div/div/div/div_SEL","//*[@data-da-so-version=""hp-pi-retail-cpg""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lb-xb-grid"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lb-xbcol"")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lb-border-p"")][1]_RELOC",class namelb-border-p_SEL,"xpath//*[@id=""aws-element-4240c1dc-1e4c-4b57-a3c4-b46f7da07122""]/ul[2]/li[14]/div/div/div/div[2]/div_SEL","//*[@data-value=""item.additionalFields.featuredRank-asc""]_RELOC",class namelb-dropdown-item_SEL,"xpath//*[@id=""aws-element-91a7093e-a542-40ed-b6db-35daff8ce344""]/ul[2]/li/div/div/div[2]/span/div/div/ul/li_SEL","//*[@style=""padding-top:0px; margin-top:0px;""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lb-col"")][1]_RELOC",class namelb-col_SEL,"xpath//*[@id=""aws-page-content""]/main/div[3]/div[16]/div/div/div[2]/div/div_SEL","//*[@data-cards-id=""aws-products-fe-mobile""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" m-cards-no-items"")][1]_RELOC",class namem-cards-no-items_SEL,"xpath//*[@id=""aws-element-91a7093e-a542-40ed-b6db-35daff8ce344""]/ul[2]/li[7]/div/div/div[4]_SEL","//*[@id=""aws-element-4240c1dc-1e4c-4b57-a3c4-b46f7da07122""]_RELOC",idaws-element-4240c1dc-1e4c-4b57-a3c4-b46f7da07122_SEL,class namelb-tabs_SEL,"xpath//*[@id=""aws-element-4240c1dc-1e4c-4b57-a3c4-b46f7da07122""]_SEL","//*[@style=""background-color:#f2f4f4; margin-top:0px;""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lb-row"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lb-col"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lb-tiny-align-center"")][1]_RELOC",class namelb-tiny-align-center_SEL,"xpath//*[@id=""aws-page-content""]/main/div[3]/div[8]/div/div/div[2]_SEL","//*[@data-cards-id=""aws-products-compute""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" m-cards-skl"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lb-xb-grid"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lb-xbcol"")][1]/div[1]_RELOC",class namem-cards-skl-light_SEL,"xpath//*[@id=""aws-element-91a7093e-a542-40ed-b6db-35daff8ce344""]/ul[2]/li[4]/div/div/div/div/div[2]/div_SEL"
0,20220314191447,0,11,0,1,13,1,1,160,1,1,25,1,1,13,1,1,12,1,1,1,1,1,1,1,160,2,1,120,2,2,1,1,2,1,65,1,80,1,1,13,13,1,4,2,1,13,1,1,1,2,1,1,120,1,1,60,1
1,20220315191109,0,11,0,1,13,1,1,160,1,1,25,1,1,13,1,1,12,1,1,1,1,1,1,1,160,2,1,120,2,2,1,1,2,1,65,1,80,1,1,13,13,1,4,2,1,13,1,1,1,2,1,1,120,1,1,60,1
2,20220316235520,0,5,1,1,13,1,1,160,1,1,25,1,1,13,1,1,12,1,1,1,1,1,1,1,159,2,1,110,2,1,1,1,2,1,65,1,80,1,1,13,13,1,4,2,1,13,1,1,1,2,1,1,110,1,1,60,1
3,20220317222823,0,5,1,1,13,1,1,160,1,1,25,1,1,13,1,1,12,1,1,1,1,1,1,1,159,2,1,110,2,1,1,1,2,1,65,1,80,1,1,13,13,1,4,2,1,13,1,1,1,2,1,1,110,1,1,60,1
4,20220318224422,0,5,1,1,13,1,1,160,1,1,25,1,1,13,1,1,12,1,1,1,1,1,1,1,159,2,1,110,2,2,1,1,2,1,65,1,80,1,1,13,13,1,4,2,1,13,1,1,1,2,1,1,110,1,1,60,1
5,20220319211915,0,5,1,1,13,0,1,160,0,1,25,1,1,13,0,1,12,1,1,1,1,1,1,1,159,2,1,110,2,1,1,1,2,1,0,1,80,0,1,13,0,1,4,2,1,13,0,0,0,2,0,1,110,1,1,60,0
6,20220320224809,0,11,0,1,13,0,1,160,0,1,25,1,1,13,0,1,12,1,1,1,1,1,1,1,160,2,1,120,2,2,1,1,2,1,0,1,80,0,1,13,0,1,4,2,1,13,0,0,0,2,0,1,120,1,1,60,0
7,20220321235523,0,11,0,1,13,0,1,160,0,1,25,1,1,13,0,1,12,1,1,1,1,1,1,1,160,2,1,120,2,2,1,1,2,1,0,1,80,0,1,13,0,1,4,2,1,13,0,0,0,2,0,1,120,1,1,60,0
8,20220322230815,0,11,0,1,13,0,1,160,0,1,25,1,1,13,0,1,12,1,1,1,1,1,1,1,160,2,1,120,2,2,1,1,2,1,0,1,80,0,1,13,0,1,4,2,1,13,0,0,0,2,0,1,120,1,1,60,0
9,20220323233452,0,11,0,1,13,0,1,170,0,1,27,1,1,13,0,1,11,1,1,1,1,1,1,1,172,2,1,140,0,2,1,1,2,1,0,1,85,0,1,13,0,1,4,2,1,13,0,0,0,2,0,1,140,1,1,60,0
10,20220324222008,0,11,0,1,13,0,1,170,0,1,27,1,1,13,0,1,11,1,1,1,1,1,1,1,172,2,1,140,0,2,1,1,2,1,0,1,85,0,1,13,0,1,4,2,1,13,0,0,0,2,0,1,140,1,1,60,0
11,20220325232241,0,11,0,1,13,0,1,170,0,1,27,1,1,13,0,1,11,1,1,1,1,1,1,1,172,2,1,140,0,2,1,1,2,1,0,1,85,0,1,13,0,1,4,2,1,13,0,0,0,2,0,1,140,1,1,60,0
12,20220326230729,0,5,1,1,13,0,1,170,0,1,27,1,1,13,0,1,11,1,1,1,1,1,1,1,171,2,1,130,0,1,1,1,2,1,0,1,85,0,1,13,0,1,4,2,1,13,0,0,0,2,0,1,130,1,1,60,0
13,20220327222033,0,11,0,1,13,0,1,170,0,1,27,1,1,13,0,1,11,1,1,1,1,1,1,1,172,2,1,140,0,2,1,1,2,1,0,1,85,0,1,13,0,1,4,2,1,13,0,0,0,2,0,1,140,1,1,60,0
14,20220328230643,0,11,0,1,13,0,1,170,0,1,27,1,1,13,0,1,11,1,1,1,1,1,1,1,172,2,1,140,0,2,1,1,2,1,0,1,85,0,1,13,0,1,4,2,1,13,0,0,0,2,0,1,140,1,1,60,0
15,20220329212515,0,11,0,1,13,0,1,170,0,1,27,1,1,13,0,1,11,1,1,1,1,1,1,1,172,2,1,140,0,2,1,1,2,1,0,1,85,0,1,13,0,1,4,2,1,13,0,0,0,2,0,1,140,1,1,60,0
16,20220330235011,0,11,0,1,13,0,1,170,0,1,27,1,1,13,0,1,11,1,1,1,1,1,1,1,172,2,1,140,0,2,1,1,2,1,0,1,85,0,1,13,0,1,4,2,1,13,0,0,0,2,0,1,140,1,1,60,0
17,20220331230004,0,5,1,1,13,0,1,170,0,1,27,1,1,13,0,1,11,1,1,1,1,1,1,1,171,2,1,130,0,1,1,1,2,1,0,1,85,0,1,13,0,1,4,2,1,13,0,0,0,2,0,1,130,1,1,60,0
18,20220401230538,0,11,0,1,13,0,1,170,0,1,27,1,1,13,0,1,11,1,1,1,1,1,1,1,172,2,1,140,0,2,1,1,2,1,0,1,85,0,2,13,0,1,4,2,1,13,0,0,0,2,0,1,140,1,1,60,0
19,20220402235700,0,11,0,1,13,0,1,170,0,1,27,1,1,13,0,1,11,1,1,1,1,1,1,1,172,2,1,140,0,2,1,1,2,1,0,1,85,0,2,13,0,1,4,2,1,13,0,0,0,2,0,1,140,1,1,60,0
20,20220403233719,0,11,0,1,13,0,1,170,0,1,27,1,1,13,0,1,11,1,1,1,1,1,1,1,172,2,1,140,0,2,1,1,2,1,0,1,85,0,2,13,0,1,4,2,1,13,0,0,0,2,0,1,140,1,1,60,0
21,20220404225033,0,11,0,1,13,0,1,170,0,1,27,1,1,13,0,1,11,1,1,1,1,1,1,1,172,2,1,140,0,2,1,1,2,1,0,1,85,0,2,13,0,1,4,2,1,13,0,0,0,2,0,1,140,1,1,60,0
22,20220406212859,0,5,1,1,13,0,1,170,0,1,27,1,1,13,0,1,11,1,1,1,1,1,1,1,171,2,1,130,0,1,1,1,2,1,0,1,85,0,2,13,0,1,4,2,1,13,0,0,0,2,0,1,130,1,1,60,0
23,20220408131324,0,11,0,1,13,0,1,170,0,1,27,1,1,13,0,1,11,1,1,1,1,1,1,1,172,2,1,140,0,2,1,1,2,1,0,1,85,0,2,13,0,1,4,2,1,13,0,0,0,2,0,1,140,1,1,60,0
24,20220410224811,0,11,0,1,13,0,1,170,0,1,27,1,1,13,0,1,11,1,1,1,1,1,1,1,172,2,1,140,0,2,1,1,2,1,0,1,85,0,2,13,0,1,4,2,1,13,0,0,0,2,0,1,140,1,1,60,0
25,20220411232048,0,11,0,1,13,0,1,170,0,1,27,1,1,13,0,1,11,1,1,1,1,1,1,1,172,2,1,140,0,2,1,1,2,1,0,1,85,0,2,13,0,1,4,2,1,13,0,0,0,2,0,1,140,1,1,60,0
26,20220413232730,0,5,2,1,13,0,1,170,0,1,27,0,1,13,0,1,11,1,1,1,0,1,1,1,171,3,1,130,0,1,1,1,0,1,0,1,85,0,2,13,0,1,4,0,1,13,0,0,0,2,0,1,130,0,1,60,0
