,timeRELOC,timeSEL
0,37878,0
1,4999,0
2,48581,1000
3,1999,0
4,76937,0
5,37273,0
6,49298,0
7,64669,0
8,4014,0
9,5514,1000
10,2008,0
11,8014,0
12,51723,0
13,123544,0
14,8039,0
15,8723,1000
16,77901,0
17,1022,0
18,1977,0
19,8076,0
20,43439,1000
21,61218,0
22,6576,0
23,77459,1000
24,2007,0
25,7741,0
26,36989,0
27,5000,0
28,4000,1000
29,59219,0
30,53477,0
31,83536,0
32,59921,0
33,0,1000
34,55781,0
35,48753,0
36,69172,0
37,123554,0
38,5025,1000
39,7612,103
40,6000,500
41,10705,0
42,6002,0
43,139701,0
44,70798,0
45,1740,0
46,52301,0
47,4999,1015
48,66625,0
49,35831,0
