,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios "")]/li[12]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[1]/li[12]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios "")]/li[18]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[1]/li[18]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" Mid "")]_RELOC",class nameMid_SEL,xpath//html/body/div[3]/header/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes "")]/li[10]/article/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description "")][1]/p[2]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[10]/article/div/p[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListSdbr "")]/li[34]_RELOC",xpath//html/body/div[3]/div/div/div/aside/div/div[2]/ul/li[34]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes "")]/li[11]/article/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description "")][1]/p[2]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[11]/article/div/p[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes "")]/li[16]/article/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description "")][1]_RELOC",class nameDescription_SEL,xpath//html/body/div[3]/div/div/div/main/ul[2]/li[16]/article/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios "")]/li[13]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[1]/li[13]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes "")]/li[15]/article/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description "")][1]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[15]/article/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes "")]/li[18]/article/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description "")][1]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[18]/article/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios "")]/li[5]/a/*[contains(concat("" "", normalize-space(@class), "" ""), "" Capi "")][1]_RELOC",class nameCapi_SEL,xpath//html/body/div[3]/div/div/div/main/ul[1]/li[5]/a/span[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" Body "")]_RELOC",class nameBody_SEL,xpath//html/body/div[3]/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes "")]/li[1]/article/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description "")][1]/p[1]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[1]/article/div/p[1]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes "")]/li[4]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[4]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios "")]/li[12]/a/*[contains(concat("" "", normalize-space(@class), "" ""), "" Capi "")][1]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[1]/li[12]/a/span[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes "")]/li[12]/article/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description "")][1]/p[1]/span[2]_RELOC",class nameVts_SEL,xpath//html/body/div[3]/div/div/div/main/ul[2]/li[12]/article/div/p[1]/span[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes "")]/li[17]/article/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description "")][1]/p[2]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[17]/article/div/p[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes "")]/li[4]/article/a/*[contains(concat("" "", normalize-space(@class), "" ""), "" Estreno "")][1]/span_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[4]/article/a/span/span_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes "")]/li[4]/article/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description "")][1]/p[1]/span[1]_RELOC",class nameType_SEL,xpath//html/body/div[3]/div/div/div/main/ul[2]/li[4]/article/div/p[1]/span[1]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListSdbr "")]/li[11]_RELOC",xpath//html/body/div[3]/div/div/div/aside/div/div[2]/ul/li[11]_SEL
70,20220117184413,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,94,1,1,1
71,20220118210202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,94,1,1,1
72,20220119201550,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,94,1,1,1
73,20220121211854,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,94,1,1,1
74,20220122172117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,94,1,1,1
75,20220123183853,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,93,1,1,1
76,20220124193406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,93,1,1,1
77,20220125182732,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,93,1,1,1
78,20220127222002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,93,1,1,1
79,20220128184115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,93,1,1,1
80,20220129180153,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,93,1,1,1
81,20220130055111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,94,1,1,1
82,20220131215705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,94,1,1,1
83,20220201184410,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,94,1,1,1
84,20220202210637,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,94,1,1,1
85,20220204153500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,94,1,1,1
86,20220205203302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,94,1,1,1
87,20220206213001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,94,1,1,1
88,20220207201646,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,94,1,1,1
89,20220208231349,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,94,1,1,1
90,20220209205510,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,94,1,1,1
91,20220211162051,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,94,1,1,1
92,20220212204000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,94,1,1,1
93,20220213160904,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,93,1,1,1
94,20220214213203,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,93,1,1,1
95,20220215210118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,93,1,1,1
96,20220216134627,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,93,1,1,1
97,20220217192923,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,93,1,1,1
98,20220219124907,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,91,1,1,1
99,20220220171534,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,91,1,1,1
100,20220222214551,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,91,1,1,1
101,20220225170149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,91,1,1,1
102,20220226231449,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,91,1,1,1
103,20220227225400,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,91,1,1,1
104,20220228065435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,91,1,1,1
105,20220301224202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,91,1,1,1
106,20220305064519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,91,1,1,1
107,20220306181737,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,91,1,1,1
108,20220308030210,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,91,1,1,1
109,20220309001501,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,91,1,1,1
110,20220310181213,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,91,1,1,1
111,20220315231243,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,91,1,1,1
112,20220317013027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,91,1,1,1
113,20220322064733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,89,1,1,1
114,20220324022554,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,87,1,1,1
115,20220329205724,1,1,1,1,1,1,1,1,1,0,0,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,67,1,1,1
116,20220330234112,1,1,1,1,1,1,1,1,1,0,0,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,0,0,1,65,1,1,1
117,20220331202025,1,1,1,1,1,1,1,1,1,0,0,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,0,0,1,63,1,1,1
118,20220401143140,1,1,1,1,1,1,1,1,1,0,0,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,0,0,1,64,1,1,1
119,20220402154921,1,1,1,1,1,1,1,1,1,0,0,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,65,1,1,1
120,20220403115056,1,1,1,1,1,1,1,1,1,0,0,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,68,1,1,1
121,20220404040558,1,1,1,1,1,1,1,1,1,0,0,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,68,1,1,1
122,20220406172644,1,1,1,1,1,1,1,1,1,0,0,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,73,1,1,1
123,20220407040639,1,1,1,1,1,1,1,1,1,0,0,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,74,1,1,1
124,20220408194430,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,86,1,1,1
125,20220409053145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,86,1,1,1
126,20220410232245,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,91,1,1,1
127,20220411173207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,92,1,1,1
128,20220414055119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,96,1,1,1
129,20220415164343,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
130,20220417023753,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
131,20220418003408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
132,20220419044315,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
133,20220421063636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
134,20220423222003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
135,20220425175934,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
136,20220428073105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
137,20220429131236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
138,20220430235945,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
139,20220501213706,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
140,20220502230927,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
141,20220503030329,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
142,20220505080252,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
143,20220507085915,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
144,20220508160131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
145,20220511235557,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
146,20220512150309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
147,20220519204117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,96,1,1,1
148,20220525151824,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,96,1,1,1
149,20220526091435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,96,1,1,1
150,20220530155024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,96,1,1,1
151,20220531003710,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,96,1,1,1
152,20220601015530,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
153,20220602095110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
154,20220603071128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
155,20220607215649,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
156,20220608232223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
157,20220609101818,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
158,20220610011757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
159,20220611234723,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,94,1,1,1
160,20220614005056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,0,0,1,93,1,1,1
161,20220616232121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,91,1,1,1
162,20220620113143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,86,1,1,1
163,20220621172957,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,83,1,1,1
164,20220622222327,1,1,1,1,1,1,1,1,1,0,0,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,79,1,1,1
165,20220623235942,1,1,1,1,1,1,1,1,1,0,0,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,76,1,1,1
166,20220624000343,1,1,1,1,1,1,1,1,1,0,0,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,76,1,1,1
167,20220629202408,1,1,1,1,1,1,1,1,1,0,0,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,0,0,1,61,1,1,1
168,20220630120738,1,1,1,1,1,1,1,1,1,0,0,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,0,0,1,61,1,1,1
169,20220701214255,1,1,1,1,1,1,1,1,1,0,0,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,0,0,1,61,1,1,1
170,20220706120738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,78,1,1,1
171,20220707125728,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,78,1,1,1
172,20220711234739,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,0,0,1,91,1,1,1
173,20220714135953,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,92,1,1,1
174,20220715182330,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,93,1,1,1
175,20220716005441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,93,1,1,1
176,20220723103849,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
177,20220724160539,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,96,1,1,1
178,20220729142746,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,96,1,1,1
179,20220803210917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
180,20220804124144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,95,1,1,1
181,20220814131510,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,91,1,1,1
182,20220817023254,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,91,1,1,1
183,20220821010122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,91,1,1,1
184,20220829043130,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,91,1,1,1
185,20220901152012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,91,1,1,1
