,timeRELOC,timeSEL
0,103617,0
1,88277,0
2,76079,0
3,92016,0
4,6132,0
5,85314,0
6,76927,0
7,5504,0
8,62812,0
9,29790,0
10,97513,0
11,72522,0
12,72611,0
13,100825,0
14,124756,0
15,74273,0
16,4009,0
17,105181,0
18,116782,0
19,53946,0
