,timeRELOC,timeSEL
0,236517,0
1,485549,1002
2,449658,0
3,394615,0
4,680397,0
5,318418,999
6,228895,0
7,666548,0
8,215154,0
9,260147,1000
10,116379,0
11,454165,0
12,438142,999
13,600860,0
14,317102,0
15,854169,1007
16,146566,0
17,111161,1000
18,863882,0
19,164118,0
20,693060,993
21,334030,0
22,459076,0
23,654338,1007
24,273891,0
25,349322,0
26,980880,1000
27,101821,0
28,386717,1000
29,190660,0
30,557726,1000
31,107555,1000
32,207428,0
33,721221,1000
34,319567,0
35,440985,0
36,246356,1000
37,524340,0
38,394981,0
39,306518,1000
40,675646,0
41,929025,1003
42,290309,0
43,667298,997
44,587087,0
45,575776,0
46,667364,1000
47,927082,0
48,426106,1000
49,634537,0
