,timeRELOC,timeSEL
0,182326,0
1,192923,0
2,304284,1000
3,227750,0
4,155447,1001
5,103997,1003
6,26620,0
7,332813,0
8,196504,1002
9,165330,0
10,98002,0
11,44337,994
12,252787,0
13,53400,0
14,43952,0
15,380038,1001
16,40031,0
17,46983,0
18,176123,0
19,308532,1000
20,54468,0
21,172896,0
22,233376,0
23,442103,1001
24,281033,0
25,41376,0
26,41020,0
27,158923,1003
28,157649,1011
29,371029,0
30,85444,986
31,182043,0
32,341781,1000
33,67080,0
34,40677,0
35,167862,999
36,401737,0
37,167661,999
38,170886,1000
39,479647,0
40,498191,999
41,144097,1000
42,165978,0
43,261043,1000
44,50579,0
45,46456,0
46,44823,0
47,161087,1001
48,223985,0
49,225472,999
