,timeRELOC,timeSEL
0,122001,1007
1,98258,0
2,321064,0
3,121542,0
4,340134,0
5,144975,0
6,87931,0
7,147158,0
8,131936,0
9,86066,0
10,268559,0
11,103823,0
12,93172,0
13,353381,0
14,142994,987
15,226574,0
16,308287,0
17,76291,0
18,85007,0
19,107000,0
