,timeRELOC,timeSEL
0,5741,0
1,5885,0
2,6750,0
3,5298,0
4,6911,1000
5,74123,0
6,135992,0
7,4999,0
8,126914,0
9,36567,0
10,1001,0
11,115045,0
12,65224,0
13,5005,0
14,60148,1001
15,84943,0
16,80097,0
17,70900,0
18,87001,0
19,4999,0
20,68006,0
21,74001,0
22,12000,0
23,25993,0
24,5001,997
25,5000,0
26,6000,0
27,71000,0
28,70074,0
29,78229,0
30,30070,0
31,82710,0
32,82012,1000
33,5988,0
34,95020,0
35,9981,0
36,105129,0
37,73942,0
38,82067,0
39,4994,0
40,104937,0
41,69086,1000
42,4980,0
43,68003,0
44,69993,0
45,5002,0
46,83943,0
47,1000,0
48,61993,0
49,5002,0
