,timeRELOC,timeSEL
0,22085,0
1,50052,0
2,120574,0
3,31629,0
4,238332,0
5,55296,0
6,120138,0
7,53090,0
8,257253,999
9,220746,0
10,33002,0
11,25129,0
12,232472,0
13,163273,0
14,199861,0
15,211427,0
16,332121,999
17,53181,0
18,162006,0
19,52171,0
20,38217,0
21,216485,0
22,83185,0
23,338547,0
24,30999,0
25,296045,1013
26,180644,0
27,215480,0
28,34941,0
29,15000,0
30,53182,0
31,78122,0
32,25445,0
33,87609,0
34,152286,988
35,215170,0
36,303516,0
37,257812,0
38,30127,0
39,61055,0
40,54104,0
41,224100,0
42,80384,0
43,54620,999
44,325609,0
45,255309,0
46,46654,0
47,126063,0
48,39318,0
49,119729,0
