,0
0,20200404050946
1,20200411055052
2,20200510215003
3,20200523121356
4,20200530125750
5,20200605195449
6,20200606140411
7,20200613150506
8,20200620155011
9,20200627164716
10,20200701023051
11,20200704175042
12,20200823024327
13,20200830033856
14,20200905022813
15,20200906044636
16,20200913052638
17,20200920061437
18,20200927080117
19,20200930172457
20,20201004085421
21,20201011093048
22,20201017181230
23,20201018180146
24,20201206033833
25,20201218194711
26,20210127065419
27,20210304223911
28,20210309174922
29,20210316190741
30,20210323201526
31,20210324190804
32,20210410163613
33,20210417180910
34,20210421035842
35,20210424191909
36,20210501203958
37,20210508213756
38,20210515224702
39,20210516194910
40,20210530221513
41,20210606231518
42,20210607215047
43,20210610000832
44,20210614230301
45,20210616041126
46,20210623050404
47,20210630055725
48,20210707080028
49,20210714084751
50,20210721094711
51,20210728112923
52,20210804131640
53,20210811214705
54,20210812200110
55,20210818033912
56,20210819151600
57,20210826174802
58,20210829123857
59,20210902191530
60,20210909201402
61,20210917003309
62,20210927031423
63,20211004035729
64,20211009211526
65,20211011051331
66,20211018060845
67,20211019085024
68,20211026070352
69,20211102112626
70,20211109121846
71,20211116162956
72,20211122223938
73,20211123175059
74,20211124064509
75,20211126150748
76,20211128124625
77,20211130193448
78,20211202094259
79,20211213221608
80,20211216222002
81,20211220231638
82,20211221214944
83,20211228225551
84,20220105000805
85,20220112010827
86,20220113001343
87,20220124194822
88,20220125185639
89,20220201193845
90,20220202183813
91,20220204233409
92,20220209192227
93,20220213034014
94,20220216204524
95,20220217202107
96,20220224213125
97,20220225060940
98,20220304205729
99,20220311220634
100,20220314221324
101,20220315023423
102,20220318224120
103,20220325235803
104,20220331082344
105,20220402011432
106,20220403102303
107,20220407224648
108,20220409051943
109,20220416054436
110,20220423060638
111,20220430062052
112,20220501142407
113,20220507065117
114,20220514073509
115,20220515054827
116,20220522060002
117,20220529064747
118,20220603101546
119,20220605071821
120,20220612091714
121,20220619093000
122,20220626094215
123,20220703095910
124,20220710103325
125,20220711161010
126,20220717111226
127,20220821202539
128,20220822125143
129,20220829185211
130,20220912202943
131,20220919215957
