,timeRELOC,timeSEL
0,29246,0
1,177209,0
2,28993,0
3,30614,0
4,42172,0
5,30176,0
6,82960,0
7,33991,0
8,115237,0
9,29111,0
10,26915,0
11,33097,996
12,105281,0
13,25999,0
14,94987,0
15,29939,0
16,26123,0
17,27090,0
18,165048,0
19,26034,0
20,182083,0
21,49947,0
22,146646,0
23,28012,0
24,30040,0
25,95094,0
26,32902,0
27,24138,0
28,146974,1000
29,138006,0
30,101031,0
31,28281,0
32,26198,0
33,72493,0
34,87563,0
35,98141,0
36,136028,0
37,26892,0
38,31811,0
39,252471,0
40,182769,0
41,117251,0
42,171713,0
43,25617,0
44,91734,1000
45,92703,0
46,171238,0
47,36425,0
48,30056,0
49,47629,0
