,timeRELOC,timeSEL
0,53667,1002
1,988294,0
2,160680,999
3,113474,0
4,775347,0
5,19372,1002
6,430681,0
7,832735,996
8,220159,0
9,31601,0
10,308722,0
11,726088,1000
12,199091,0
13,388078,0
14,471252,1005
15,870502,0
16,951972,0
17,706258,996
18,608208,0
19,168158,0
20,740562,999
21,490138,0
22,555926,0
23,64252,1001
24,734176,0
25,52839,0
26,156469,0
27,441719,999
28,499832,0
29,917475,0
30,579902,1005
31,234622,0
32,848276,0
33,229161,997
34,987248,0
35,334997,0
36,227918,999
37,930957,0
38,412439,1002
39,764607,0
40,26336,0
41,973633,1066
42,331675,0
43,964097,0
44,839094,935
45,170295,0
46,574696,0
47,353913,997
48,151870,0
49,917240,0
