,timeRELOC,timeSEL
0,302410,1016
1,128000,0
2,725780,0
3,48673,0
4,732687,986
5,425876,0
6,289638,0
7,392061,995
8,171797,0
9,381356,0
10,357652,0
11,280058,1023
12,344852,0
13,598865,0
14,603399,0
15,788288,988
16,333512,0
17,944901,0
18,307993,991
19,727966,0
20,529152,0
21,146255,0
22,138780,1016
23,349932,0
24,796101,0
25,958130,986
26,664566,0
27,334000,0
28,353007,0
29,299210,1018
30,674587,0
31,262755,0
32,133245,0
33,172333,977
34,300008,0
35,661395,0
36,362811,1011
37,154479,0
38,676985,0
39,328941,0
40,684118,994
41,636521,0
42,625973,0
43,797016,0
44,325475,1017
45,78399,0
46,450984,0
47,391593,980
48,371628,0
49,790940,0
