,timeRELOC,timeSEL
0,71684,1000
1,182660,0
2,228356,0
3,370932,0
4,512839,0
5,463915,0
6,279197,1003
7,211205,0
8,246274,0
9,197495,0
10,498311,0
11,165199,0
12,433159,0
13,225890,1001
14,88005,0
15,233766,0
16,241172,1061
17,364787,0
18,396693,0
19,309778,0
20,211059,0
21,182975,1010
22,711632,0
23,491394,0
24,484481,0
25,335086,0
26,272766,990
27,377519,0
28,260057,0
29,47997,0
30,408645,0
31,324074,0
32,119177,0
33,165363,0
34,475758,1013
35,444490,0
36,379299,0
37,281410,0
38,60000,0
39,390272,0
40,231139,0
41,397400,982
42,250128,0
43,308316,0
44,231015,0
45,453545,0
46,331839,0
47,11999,0
48,334922,1008
49,299912,0
