,Timestamp,"//*[@id=""gbom""]/li[3]_RELOC",class namegbkp_SEL,"xpath//*[@id=""gbom""]/li[3]_SEL","//*[@id=""gbmm""]/li[4]_RELOC",class namegbmtc_SEL,"xpath//*[@id=""gbmm""]/li[4]_SEL","//*[@id=""gbw""]_RELOC",idgbw_SEL,"xpath//*[@id=""gbw""]_SEL","//*[@id=""gbzc""]/li[6]_RELOC",class namegbt_SEL,"xpath//*[@id=""gbzc""]/li[6]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" gbsbb "")]_RELOC",class namegbsbb_SEL,"xpath//*[@id=""gbmmb""]/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" gbtb "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" gbts "")][1]_RELOC",class namegbts_SEL,"xpath//*[@id=""gbg""]/ol/li[2]/span_SEL","//*[@id=""SIvCob""]_RELOC",idSIvCob_SEL,"xpath//*[@id=""SIvCob""]_SEL","//*[@id=""gb_2""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" gbtb2 "")][1]_RELOC",class namegbtb2_SEL,"xpath//*[@id=""gb_2""]/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" gbp1 "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" gbtb2 "")][1]_RELOC","xpath//*[@id=""gb_1""]/span_SEL","//*[@id=""gb_51""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" gbts "")][1]_RELOC","xpath//*[@id=""gb_51""]/span[2]_SEL","//*[@id=""gbx4""]_RELOC",idgbx4_SEL,"xpath//*[@id=""gbx4""]_SEL","//*[@id=""gbz""]_RELOC",idgbz_SEL,"xpath//*[@id=""gbz""]_SEL","//*[@id=""gb""]_RELOC",idgb_SEL,"xpath//*[@id=""gb""]_SEL","//*[@name=""type""]_RELOC",nametype_SEL,"xpath//*[@id=""wmtb""]/input[2]_SEL","//*[@style=""position:relative; white-space:nowrap; width:675px;height:27px;""]_RELOC",idwm-graph-anchor_SEL,"xpath//*[@id=""wm-graph-anchor""]_SEL","//*[@type=""text""]_RELOC",nameurl_SEL,idwmtbURL_SEL,"xpath//*[@id=""wmtbURL""]_SEL","//*[@id=""gbzc""]/li[4]_RELOC","xpath//*[@id=""gbzc""]/li[4]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" gbma "")]_RELOC",class namegbma_SEL,"xpath//*[@id=""gbztms""]/span[2]_SEL","//*[@id=""gbg5""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" gbtb2 "")][1]_RELOC","xpath//*[@id=""gbg5""]/span_SEL","//*[@id=""gbztm""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" gbtb2 "")][1]_RELOC","xpath//*[@id=""gbztm""]/span_SEL"
11,20211010111555,1,1,1,1,9,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
12,20211011111607,1,1,1,1,9,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
13,20211012111602,1,1,1,1,9,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
14,20211013111556,1,1,1,1,9,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
15,20211014215947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,20211015111557,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,0,0,0,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
17,20211016164400,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
18,20211017132616,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
19,20211018111550,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,0,0,0,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
20,20211019111611,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,0,0,0,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
21,20211020111613,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,0,0,0,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
22,20211021161001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
23,20211022111626,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,0,0,0,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
24,20211023111553,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,0,0,0,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
25,20211024111553,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,0,0,0,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
26,20211025111601,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,0,0,0,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
27,20211026111549,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,0,0,0,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
28,20211027111609,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,0,0,0,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
29,20211028161016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
30,20211029121343,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,0,0,0,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
31,20211030111641,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,0,0,0,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
32,20211031111609,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,0,0,0,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
33,20211101111656,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,0,0,0,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
34,20211102111634,1,1,1,1,9,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
35,20211103112517,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
36,20211104160837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
37,20211105111635,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
38,20211106111619,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
39,20211107111642,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
40,20211109111612,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
41,20211110111657,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
42,20211111160955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
43,20211112111614,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
44,20211113111607,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
45,20211114111553,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
46,20211115121141,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
47,20211116231541,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
48,20211117111556,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,12,1,0,0,0,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
49,20211118160837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
50,20211119111553,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,0,0,0,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
51,20211120111604,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,0,0,0,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
52,20211121111554,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,0,0,0,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
53,20211122111603,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,0,0,0,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
54,20211123111559,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,0,0,0,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
55,20211124111553,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,0,0,0,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
56,20211125161015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
57,20211126111615,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
58,20211127111552,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
59,20211129111607,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
60,20211130100218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
61,20211201111555,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
62,20211202204435,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
63,20211203111604,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
64,20211204111550,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
65,20211205111613,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
66,20211206111554,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
67,20211207111555,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
68,20211208111631,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
69,20211209182625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,20211210111617,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
71,20211211111555,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
72,20211212111611,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
73,20211213111556,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
74,20211214111616,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
75,20211215121046,1,1,1,1,14,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
76,20211216161027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
77,20211217111624,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
78,20211218111555,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
79,20211219111559,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
80,20211220111602,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
81,20211221133654,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
82,20211222111614,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
83,20211223161005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
84,20211224111555,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
85,20211225111558,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
86,20211226111558,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
87,20211227111555,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
88,20211228111607,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
89,20211229111553,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
90,20211230160956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
91,20211231111623,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
92,20220101111551,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,12,1,1,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
