,timeRELOC,timeSEL
0,823642,1026
1,620623,0
2,724543,979
3,241635,0
4,698924,943
5,647137,0
6,223509,1001
7,381478,0
8,972575,999
9,881418,999
10,829736,995
11,846808,999
12,660956,0
13,173957,1007
14,696809,993
15,72644,0
16,624033,1006
17,173554,1000
18,806033,0
19,669887,1003
20,297167,997
21,520761,1001
22,531924,0
23,340105,999
24,778893,995
25,513011,0
26,581313,999
27,388352,1007
28,716702,0
29,314004,0
30,560335,999
31,677140,1001
32,397153,999
33,426188,0
34,24152,1000
35,984463,1001
36,27003,0
37,684361,992
38,563991,1009
39,544014,0
40,289045,999
41,565123,0
42,835653,2001
43,452960,0
44,721675,993
45,591611,999
46,647262,1000
47,839513,1000
48,882594,0
49,688005,1000
