,timeRELOC,timeSEL
0,35801,0
1,114524,0
2,103748,0
3,307978,0
4,37690,0
5,8999,0
6,222554,0
7,179349,0
8,296301,0
9,42067,0
10,128422,998
11,229882,0
12,28777,0
13,30866,0
14,189448,0
15,6999,0
16,295953,0
17,95907,0
18,39079,0
19,38805,0
20,96094,0
21,103706,0
22,106407,0
23,126587,0
24,244271,0
25,243440,0
26,256103,0
27,31072,0
28,29607,0
29,60299,0
30,211655,0
31,91018,0
32,230471,0
33,86077,0
34,311154,0
35,69907,0
36,28045,0
37,179752,0
38,274639,1007
39,121380,0
40,124019,0
41,47146,0
42,37796,0
43,178025,0
44,115404,0
45,30844,0
46,153287,0
47,64864,0
48,87110,0
49,212528,0
