,timeRELOC,timeSEL
0,368295,0
1,36000,0
2,66377,978
3,32709,0
4,32657,0
5,89572,0
6,40000,0
7,138003,0
8,202384,1003
9,186996,0
10,37000,0
11,92005,0
12,33992,1007
13,32010,0
14,30124,0
15,69999,0
16,178631,0
17,159007,0
18,33999,990
19,225191,0
20,64999,0
21,70066,0
22,47010,0
23,110923,1025
24,30997,0
25,126999,0
26,52058,0
27,37940,0
28,125008,0
29,28165,975
30,29001,0
31,380365,0
32,191711,0
33,30947,0
34,28995,0
35,71214,1024
36,34461,0
37,35273,0
38,167931,0
39,71056,980
40,5999,0
41,32254,0
42,130756,0
43,136061,0
44,69997,1022
45,30028,0
46,68908,0
47,474365,0
48,26018,973
49,35996,0
