,Timestamp,"//*[@id=""c-220930""]/p[1]_RELOC","xpath//*[@id=""c-220930""]/p_SEL","//*[@id=""blockGrid-section-12-1""]/div[1]_RELOC",class namesection__container_SEL,"xpath//*[@id=""blockGrid-section-12-1""]/div_SEL","//*[@id=""c-220893""]/div[1]_RELOC",class namedetail__container_SEL,"xpath//*[@id=""c-220893""]/div_SEL","//*[@id=""c-220851""]/div[1]/div[1]/div[3]/div[1]/h3[1]/span[1]_RELOC",class nameu-nowrap-sm_SEL,"xpath//*[@id=""c-220851""]/div/div/div[3]/div/h3/span_SEL","//*[@data-ga-track-id=""nav_main_header_level2_trainingservices""]/dt[1]/span[1]_RELOC","xpath//*[@id=""header""]/div/div/nav/ul/li[3]/div/div/div[3]/dl/a[2]/dt/span_SEL","//*[@id=""c-193668""]/p[2]_RELOC",class nameu-text-center_SEL,"xpath//*[@id=""c-193668""]/p[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" _platformNavItem "")]/div[1]/div[1]/div[3]/ul[1]/li[2]_RELOC",class namelink-group__list__li_SEL,"xpath//*[@id=""header""]/div/div/nav/ul/li/div/div/div[3]/ul/li[2]_SEL","//*[@id=""c-193626""]/div[1]/div[1]/p[1]_RELOC","xpath//*[@id=""c-193626""]/div/div/p_SEL","//*[@id=""c-231052""]/div[1]/div[1]/p[2]_RELOC","xpath//*[@id=""c-231052""]/div/div/p[2]_SEL","//*[@id=""c-194235""]/p[1]_RELOC","xpath//*[@id=""c-194235""]/p_SEL","//*[@id=""wm-media-prev""]_RELOC",idwm-media-prev_SEL,"xpath//*[@id=""wm-media-prev""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" lang-menu__list--up "")]/li[7]_RELOC",class namelang-menu__item_SEL,"xpath//*[@id=""mobile-nav""]/ul/li[7]_SEL","//*[@id=""c-225253""]/div[1]/div[1]/div[1]/div[2]/p[1]/p[1]_RELOC","xpath//*[@id=""c-225253""]/div/div/div/div[2]/p/p_SEL","//*[@id=""section-11-1""]/div[1]_RELOC","xpath//*[@id=""section-11-1""]/div_SEL","//*[@id=""c-278671""]/div[1]/div[1]/div[1]/div[3]_RELOC",class namehero__btn-bar_SEL,idc-185428_SEL,"xpath//*[@id=""c-185428""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" block-grid--md-x4 "")]/li[4]_RELOC",class nameblock-grid__col_SEL,"xpath//*[@id=""blockGrid-1""]/li[4]_SEL","//*[@id=""c-278671""]/div[1]/div[1]/div[1]_RELOC",class namehero__content_SEL,"xpath//*[@id=""c-278671""]/div/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" btn-bar--center "")]_RELOC",class namebtn-bar_SEL,idc-193770_SEL,"xpath//*[@id=""c-193770""]_SEL","//*[@id=""row-1-2""]_RELOC",class namerow_SEL,idrow-1-2_SEL,"xpath//*[@id=""row-1-2""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" _languageMenuMount "")]_RELOC",class namesite-footer__lang-select_SEL,"xpath//*[@id=""footer""]/div[2]/div/div/div_SEL"
0,20220206062500,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
1,20220207163944,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
2,20220209205340,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
3,20220210075220,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
4,20220211031304,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
5,20220212024258,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
6,20220213151415,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
7,20220214023425,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
8,20220215024118,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
9,20220216214209,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
10,20220217024132,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
11,20220218105628,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
12,20220219025649,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
13,20220221015443,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
14,20220222025633,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
15,20220223141853,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
16,20220224034702,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
17,20220225032113,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
18,20220226082157,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
19,20220227041426,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
20,20220228214858,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
