,0
0,20191108215850
1,20191115232014
2,20191121203015
3,20191123002037
4,20191126082936
5,20191205105520
6,20191207051625
7,20191214072857
8,20191217123045
9,20191221070102
10,20191223080345
11,20191228104729
12,20200104175305
13,20200111190547
14,20200119181111
15,20200126183422
16,20200128093931
17,20200208210340
18,20200220225114
19,20200223221354
20,20200226002527
21,20200227130240
22,20200229034539
23,20200307195728
24,20200313064424
25,20200319081624
26,20200325053141
27,20200330072806
28,20200331074130
29,20200403001636
30,20200410004751
31,20200412075823
32,20200417014026
33,20200418083831
34,20200424071742
35,20200505162755
36,20200510110904
37,20200515115208
38,20200520104438
39,20200522071036
40,20200525082827
41,20200529081601
42,20200605191725
43,20200608005541
44,20200612095932
45,20200622190722
46,20200626115604
47,20200628063701
48,20200629083707
49,20200703182818
50,20200711020118
51,20200715173850
52,20200718025240
53,20200719093552
54,20200722202940
55,20200725041008
56,20200728233550
57,20200729141016
58,20200731150148
59,20200801045242
60,20200803022559
61,20200805200404
62,20200808053836
63,20200812092202
64,20200822065654
65,20200829080731
66,20200905090808
67,20200919120538
68,20200924092033
69,20201017211048
70,20201030113004
71,20201102181731
72,20201130221421
73,20201203101720
74,20201206025743
75,20210222113109
76,20210302133742
77,20210304220640
78,20210530214217
