,timeRELOC,timeSEL
0,571433,1001
1,351765,0
2,680081,0
3,240009,0
4,198953,0
5,285809,0
6,505381,0
7,510815,0
8,484207,1000
9,535457,0
10,670317,0
11,362164,0
12,373266,0
13,248234,1000
14,743727,0
15,196805,0
16,111853,0
17,309070,0
18,332184,0
19,412582,0
,timeRELOC,timeSEL
0,219638,0
1,275183,0
2,76718,0
3,355802,0
4,482377,0
5,142585,0
6,255256,0
7,291029,0
8,498527,0
9,222816,0
10,432304,0
11,216640,0
12,75848,0
13,154713,0
14,381133,0
15,243645,0
16,231947,0
17,310768,1001
18,59390,0
19,389903,0
