,timeRELOC,timeSEL
0,171690,0
1,406655,0
2,329479,0
3,83074,999
4,154711,0
5,281927,0
6,379792,0
7,300127,0
8,436342,1000
9,89762,0
10,310369,0
11,655545,0
12,267402,0
13,490635,0
14,613171,0
15,333395,0
16,660006,1001
17,176071,0
18,509865,1002
19,541597,0
,timeRELOC,timeSEL
0,468299,0
1,285495,0
2,226560,0
3,182670,0
4,26946,0
5,171273,0
6,252464,0
7,160074,0
8,229058,0
9,158526,0
10,216588,0
11,241248,0
12,35317,0
13,73060,0
14,46932,1003
15,104317,0
16,79054,0
17,250282,0
18,248421,0
19,437140,0
,timeRELOC,timeSEL
0,48917,0
1,908179,0
2,476049,0
3,572997,982
4,101842,0
5,843919,0
6,578311,0
7,461512,0
8,562719,0
9,647470,1005
10,674135,0
11,507092,0
12,421472,0
13,90277,0
14,395057,0
15,594661,0
16,473099,0
17,490375,0
18,409599,0
19,565577,0
