string,html,head,title,script,link,meta,base,body,div,p,form,fieldset,button,ia-topnav,noscript,style,primary-nav,nav,a,svg,desc,g,mask,path,use,nav-search,input,span,login-button,media-menu,media-button,ellipse,icon-hamburger,media-slider,media-subnav,desktop-subnav,ul,li,search-menu,label,signed-out-dropdown,h2,br,footer,number_of_tags,em,h3,i,img,h1,iframe,dl,dt,dd,strong,table,thead,tr,th,tbody,textarea,pre,wb_div,ins,hr,section,article,scrip,header,h4
6842,1,1,1,74,4,12,1,1,684,83,0,0,1,0,0,2,0,0,1712,0,0,0,0,0,0,0,3,190,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10841,29,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6849,1,1,1,75,4,12,1,1,685,83,0,0,1,0,0,2,0,0,1714,0,0,0,0,0,0,0,3,190,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10854,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6847,1,1,1,75,4,12,1,1,685,83,0,0,1,0,0,2,0,0,1713,0,0,0,0,0,0,0,3,190,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10855,35,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6846,1,1,1,74,4,12,1,1,684,83,0,0,1,0,0,2,0,0,1714,0,0,0,0,0,0,0,3,190,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10853,35,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6846,1,1,1,74,4,12,1,1,684,83,0,0,1,0,0,2,0,0,1714,0,0,0,0,0,0,0,3,190,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10853,35,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6844,1,1,1,74,4,12,1,1,684,83,0,0,1,0,0,2,0,0,1713,0,0,0,0,0,0,0,3,190,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10846,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6847,1,1,1,75,4,12,1,1,685,83,0,0,1,0,0,2,0,0,1713,0,0,0,0,0,0,0,3,190,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10851,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6844,1,1,1,74,4,12,1,1,684,83,0,0,1,0,0,2,0,0,1713,0,0,0,0,0,0,0,3,190,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10848,33,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6853,1,1,1,75,4,12,1,1,685,83,0,0,1,0,0,2,0,0,1716,0,0,0,0,0,0,0,3,190,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10860,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6853,1,1,1,75,4,12,1,1,685,83,0,0,1,0,0,2,0,0,1716,0,0,0,0,0,0,0,3,190,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10864,35,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6855,1,1,1,74,4,12,1,1,686,83,0,0,1,0,0,2,0,0,1717,0,0,0,0,0,0,0,3,190,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10863,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6861,1,1,1,74,4,12,1,1,691,83,0,0,1,0,0,2,0,0,1714,0,0,0,0,0,0,0,3,191,0,0,0,0,0,0,0,0,107,645,0,2,0,38,0,0,10873,29,109,75,130,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6863,1,1,1,74,4,12,1,1,691,83,0,0,1,0,0,2,0,0,1715,0,0,0,0,0,0,0,3,191,0,0,0,0,0,0,0,0,107,645,0,2,0,38,0,0,10882,35,109,75,130,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6855,1,1,1,75,4,12,1,1,691,83,0,0,1,0,0,2,0,0,1713,0,0,0,0,0,0,0,3,190,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10865,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6855,1,1,1,74,4,12,1,1,690,83,0,0,1,0,0,2,0,0,1714,0,0,0,0,0,0,0,3,190,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10866,33,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6852,1,1,1,75,4,12,1,1,691,83,0,0,1,0,0,2,0,0,1711,0,0,0,0,0,0,0,3,190,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10860,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6852,1,1,1,75,4,12,1,1,691,83,0,0,1,0,0,2,0,0,1711,0,0,0,0,0,0,0,3,190,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10862,33,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6861,1,1,1,76,6,12,1,1,691,83,0,0,1,0,0,2,0,0,1712,0,0,0,0,0,0,0,3,191,0,0,0,0,0,0,0,0,107,645,0,2,0,38,0,0,10877,31,109,75,130,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6859,1,1,1,74,4,12,1,1,691,83,0,0,1,0,0,2,0,0,1713,0,0,0,0,0,0,0,3,191,0,0,0,0,0,0,0,0,107,645,0,2,0,38,0,0,10876,35,109,75,130,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6849,1,1,1,74,4,12,1,1,691,83,0,0,1,0,0,2,0,0,1710,0,0,0,0,0,0,0,3,193,0,0,0,0,0,0,0,0,107,645,0,2,0,38,0,0,10859,29,109,75,130,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6843,1,1,1,75,4,12,1,1,691,83,0,0,1,0,0,2,0,0,1709,0,0,0,0,0,0,0,3,192,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10851,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6844,1,1,1,74,4,12,1,1,690,83,0,0,1,0,0,2,0,0,1711,0,0,0,0,0,0,0,3,192,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10852,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6849,1,1,1,75,4,12,1,1,691,83,0,0,1,0,0,2,0,0,1712,0,0,0,0,0,0,0,3,192,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10862,33,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6853,1,1,1,79,6,12,1,1,691,83,0,0,1,0,0,2,0,0,1710,0,0,0,0,0,0,0,3,192,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10870,33,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6883,1,1,1,78,6,12,1,1,691,83,0,0,1,0,0,2,0,0,1723,0,0,0,0,0,0,0,3,193,0,0,0,0,0,0,0,0,107,645,0,2,0,38,0,0,10914,31,109,75,130,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6882,1,1,1,78,6,12,1,1,691,83,0,0,1,0,0,2,0,0,1720,0,0,0,0,0,0,0,3,196,0,0,0,0,0,0,0,0,107,645,0,2,0,38,0,0,10913,31,109,75,130,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6855,1,1,1,74,4,12,1,1,690,83,0,0,1,0,0,2,0,0,1714,0,0,0,0,0,0,0,3,195,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10871,33,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6866,1,1,1,75,4,12,1,1,691,83,0,0,1,0,0,2,0,0,1718,0,0,0,0,0,0,0,3,195,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10890,35,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6863,1,1,1,74,4,12,1,1,690,83,0,0,1,0,0,2,0,0,1718,0,0,0,0,0,0,0,3,195,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10885,35,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6861,1,1,1,75,4,12,1,1,690,83,0,0,1,0,0,2,0,0,1717,0,0,0,0,0,0,0,3,195,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10881,35,108,75,127,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6877,1,1,1,75,4,12,1,1,697,83,0,0,1,0,0,2,0,0,1719,0,0,0,0,0,0,0,3,195,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10912,39,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6900,1,1,1,76,4,12,1,1,703,83,0,0,1,0,0,2,0,0,1721,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,107,645,0,2,0,38,0,0,10943,33,109,75,130,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6895,1,1,1,76,6,12,1,1,702,83,0,0,1,0,0,2,0,0,1722,0,0,0,0,0,0,0,3,196,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10934,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6886,1,1,1,76,4,11,1,1,702,83,0,0,1,0,0,2,0,0,1716,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10918,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6880,1,1,1,75,4,11,1,1,703,83,0,0,1,0,0,2,0,0,1714,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10910,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6881,1,1,1,76,4,11,1,1,702,83,0,0,1,0,0,2,0,0,1714,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10911,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6889,1,1,1,75,4,11,1,1,703,83,0,0,1,0,0,2,0,0,1718,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10923,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6895,1,1,1,77,6,11,1,1,703,83,0,0,1,0,0,2,0,0,1719,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10934,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6890,1,1,1,74,4,11,1,1,702,83,0,0,1,0,0,2,0,0,1720,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10924,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6884,1,1,1,76,6,11,1,1,702,83,0,0,1,0,0,2,0,0,1715,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10917,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6880,1,1,1,74,4,11,1,1,702,83,0,0,1,0,0,2,0,0,1715,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10909,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6878,1,1,1,75,4,11,1,1,702,83,0,0,1,0,0,2,0,0,1714,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10907,33,108,75,127,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6888,1,1,1,74,4,11,1,1,702,83,0,0,1,0,0,2,0,0,1719,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10923,33,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6896,1,1,1,74,4,11,1,1,702,83,0,0,1,0,0,2,0,0,1722,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,107,644,0,2,0,38,0,0,10935,33,109,75,128,1,4,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6921,1,1,1,75,4,11,1,1,703,83,0,0,1,0,0,2,0,0,1730,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10974,33,109,75,128,1,4,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6881,1,1,1,76,6,11,1,1,686,83,0,0,1,0,0,2,0,0,1722,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10910,31,109,75,128,1,4,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6856,1,1,1,74,4,11,1,1,680,83,0,0,1,0,0,2,0,0,1716,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10867,29,109,75,128,1,4,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6875,1,1,1,74,4,11,1,1,686,83,0,0,1,0,0,2,0,0,1721,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10900,32,109,75,128,1,4,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6890,1,1,1,75,4,11,1,1,687,83,0,0,1,0,0,2,0,0,1727,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10925,34,109,75,128,1,4,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6871,1,1,1,74,4,11,1,1,684,83,0,0,1,0,0,2,0,0,1722,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10895,36,107,75,126,1,4,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6863,1,1,1,84,4,11,1,1,670,83,0,0,1,0,0,2,0,0,1720,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10878,31,108,75,127,1,4,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6888,1,1,1,75,4,11,1,1,687,83,0,0,1,0,0,2,0,0,1726,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10921,33,109,75,128,1,4,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6900,1,1,1,77,6,11,1,1,687,83,0,0,1,0,0,2,0,0,1731,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10939,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6877,1,1,1,76,6,11,1,1,686,83,0,0,1,0,0,2,0,0,1724,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10907,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6880,1,1,1,77,6,11,1,1,687,83,0,0,1,0,0,2,0,0,1723,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10911,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6876,1,1,1,77,6,11,1,1,687,83,0,0,1,0,0,2,0,0,1721,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10906,32,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6878,1,1,1,77,6,11,1,1,687,83,0,0,1,0,0,2,0,0,1722,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10909,32,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6878,1,1,1,77,6,11,1,1,687,83,0,0,1,0,0,2,0,0,1722,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10906,29,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6872,1,1,1,77,6,11,1,1,687,83,0,0,1,0,0,2,0,0,1719,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10903,35,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6878,1,1,1,76,6,11,1,1,687,83,0,0,1,0,0,2,0,0,1720,0,0,0,0,0,0,0,3,199,0,0,0,0,0,0,0,0,109,647,0,2,0,38,0,0,10909,31,109,75,130,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6875,1,1,1,76,6,11,1,1,686,83,0,0,1,0,0,2,0,0,1722,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10905,33,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6877,1,1,1,76,6,11,1,1,686,83,0,0,1,0,0,2,0,0,1723,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10908,33,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6868,1,1,1,77,6,11,1,1,687,83,0,0,1,0,0,2,0,0,1718,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10896,33,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6871,1,1,1,76,6,11,1,1,686,83,0,0,1,0,0,2,0,0,1720,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10897,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6868,1,1,1,77,6,11,1,1,687,83,0,0,1,0,0,2,0,0,1717,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10891,29,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6868,1,1,1,77,6,11,1,1,687,83,0,0,1,0,0,2,0,0,1717,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10891,29,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6869,1,1,1,76,6,11,1,1,686,83,0,0,1,0,0,2,0,0,1719,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10896,33,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6863,1,1,1,76,6,11,1,1,686,83,0,0,1,0,0,2,0,0,1717,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10887,33,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6873,1,1,1,76,6,11,1,1,686,83,0,0,1,0,0,2,0,0,1722,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10900,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6868,1,1,1,78,6,11,1,1,686,83,0,0,1,0,0,2,0,0,1718,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10893,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6876,1,1,1,78,6,11,1,1,686,83,0,0,1,0,0,2,0,0,1722,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10903,29,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6878,1,1,1,78,6,11,1,1,686,83,0,0,1,0,0,2,0,0,1723,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10908,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6876,1,1,1,78,6,11,1,1,686,83,0,0,1,0,0,2,0,0,1722,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10907,33,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6890,1,1,1,77,6,11,1,1,686,83,0,0,1,0,0,2,0,0,1727,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,109,647,0,2,0,38,0,0,10929,33,109,75,130,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6870,1,1,1,76,6,11,1,1,685,83,0,0,1,0,0,2,0,0,1722,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10898,33,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6874,1,1,1,76,6,11,1,1,685,83,0,0,1,0,0,2,0,0,1724,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10902,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6871,1,1,1,77,6,11,1,1,686,83,0,0,1,0,0,2,0,0,1721,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10898,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6868,1,1,1,76,6,11,1,1,685,83,0,0,1,0,0,2,0,0,1721,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10893,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6875,1,1,1,77,6,11,1,1,686,83,0,0,1,0,0,2,0,0,1723,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10904,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6879,1,1,1,77,6,11,1,1,686,83,0,0,1,0,0,2,0,0,1725,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10910,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
29,1,1,1,6,2,3,0,1,8,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6866,1,1,1,76,6,11,1,1,685,83,0,0,1,0,0,2,0,0,1720,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10888,29,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6858,1,1,1,73,6,11,1,1,682,83,0,0,1,0,0,2,0,0,1722,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10878,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6863,1,1,1,77,6,11,1,1,686,83,0,0,1,0,0,2,0,0,1717,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10888,33,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6866,1,1,1,76,6,11,1,1,685,83,0,0,1,0,0,2,0,0,1721,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10892,32,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6862,1,1,1,76,6,11,1,1,685,83,0,0,1,0,0,2,0,0,1719,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10887,33,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6907,1,1,1,76,6,11,1,1,685,83,0,0,1,0,0,2,0,0,1742,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10955,33,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6876,1,1,1,76,6,11,1,1,685,83,0,0,1,0,0,2,0,0,1726,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10906,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6910,1,1,1,80,4,11,1,1,694,83,0,0,1,0,0,4,0,0,1727,0,0,0,0,0,0,0,3,199,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10958,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,2,0,0,0,0,0,0,0
6864,1,1,1,76,6,11,1,1,685,83,0,0,1,0,0,2,0,0,1720,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10888,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6893,1,1,1,77,6,11,1,1,686,83,0,0,1,0,0,2,0,0,1733,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10932,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6864,1,1,1,76,6,11,1,1,685,83,0,0,1,0,0,2,0,0,1720,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10888,31,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6867,1,1,1,77,6,11,1,1,686,83,0,0,1,0,0,2,0,0,1720,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,109,646,0,2,0,38,0,0,10895,33,109,75,128,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
6892,1,1,1,76,6,11,1,1,685,83,0,0,1,0,0,2,0,0,1731,0,0,0,0,0,0,0,3,198,0,0,0,0,0,0,0,0,109,647,0,2,0,38,0,0,10932,32,109,75,130,1,3,22,22,22,17,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
